net,length_um
u_aes128_optimized.u_aes_core.shift_rows_out\[31\],82.355µm
u_aes128_optimized.u_aes_core.state\[1\],82.17µm
net228,82.12µm
net762,82.07µm
clknet_3_2_0_clk,81.76µm
_2549_,81.68µm
net771,81.67µm
net309,81.44µm
_2440_,81.42µm
net674,81.41µm
net591,81.32µm
net696,81.21µm
net760,81.17µm
u_aes128_optimized.u_aes_core.round_key_reg\[30\],81.06µm
net559,80.98µm
net665,80.93µm
net700,80.93µm
net639,80.69µm
_1631_,80.66µm
u_aes128_optimized.u_aes_core.round_key_reg\[21\],80.64µm
net195,80.56µm
_2100_,80.54µm
u_aes128_optimized.u_aes_core.round_key_reg\[1\],80.54µm
net827,80.52µm
net684,80.47µm
net190,80.38µm
net705,80.37µm
net211,80.225µm
_2446_,79.92µm
net577,79.91µm
net681,79.9µm
u_aes128_optimized.u_aes_core.round_key_reg\[22\],79.75µm
_1712_,79.72µm
u_aes128_optimized.u_aes_core.state\[3\],79.64µm
u_aes128_optimized.u_aes_core.round_key_reg\[19\],79.49µm
net712,79.48µm
u_aes128_optimized.u_aes_core.g_word\[8\],79.42µm
net672,79.2µm
net361,79.165µm
net542,79.08µm
net180,78.96µm
net27,78.88µm
_1338_,78.72µm
net484,78.685µm
_1976_,78.68µm
_2512_,78.68µm
net730,78.39µm
_2555_,78.33µm
_2621_,78.3µm
net715,78.3µm
clknet_3_6_0_clk,78.1µm
u_aes128_optimized.u_aes_core.rot_word_reg\[1\],78.07µm
net246,78.05µm
_2506_,77.88µm
_1903_,77.8µm
_1777_,77.66µm
net535,77.62µm
_1908_,77.42µm
net758,77.2µm
_1101_,76.78µm
net748,76.68µm
_1171_,76.5µm
net597,76.44µm
u_aes128_optimized.u_aes_core.shift_rows_out\[50\],76.42µm
_2472_,76.38µm
u_aes128_optimized.u_aes_core.shift_rows_out\[51\],76.185µm
net641,75.97µm
_1782_,75.94µm
_1715_,75.74µm
net769,75.73µm
net765,75.72µm
u_aes128_optimized.u_aes_core.round_key_reg\[77\],75.69µm
net796,75.68µm
u_aes128_optimized.u_aes_core.shift_rows_out\[81\],75.56µm
net280,75.52µm
u_aes128_optimized.u_aes_core.rcon_reg\[4\],75.44µm
_1191_,75.42µm
_1733_,75.4µm
u_aes128_optimized.u_aes_core.g_word\[6\],75.4µm
u_aes128_optimized.u_aes_core.shift_rows_out\[29\],75.14µm
net202,75.08µm
net710,75.02µm
_1970_,74.92µm
u_aes128_optimized.u_aes_core.shift_rows_out\[9\],74.88µm
aes_ciphertext\[87\],74.54µm
net428,74.355µm
_1081_,74.24µm
u_aes128_optimized.u_aes_core.shift_rows_out\[25\],74.2µm
net757,74µm
_1787_,73.92µm
net466,73.915µm
_2050_,73.91µm
net122,73.2µm
net134,73.12µm
net262,73.08µm
net643,73.07µm
_2341_,72.96µm
net744,72.91µm
u_aes128_optimized.u_aes_core.shift_rows_out\[68\],72.86µm
_1404_,72.82µm
u_aes128_optimized.u_aes_core.shift_rows_out\[5\],72.805µm
net226,72.68µm
net822,72.64µm
net569,72.6µm
net764,72.57µm
_1999_,72.48µm
u_aes128_optimized.u_aes_core.round_key_reg\[13\],72.27µm
_1557_,72.22µm
net335,72.02µm
_2750_,71.67µm
u_aes128_optimized.u_aes_core.round_key_reg\[14\],71.64µm
net656,71.17µm
_2061_,71.06µm
_2986_,70.78µm
u_aes128_optimized.u_aes_core.round_key_reg\[76\],70.58µm
_1567_,70.32µm
net754,70.3µm
net776,70.3µm
u_aes128_optimized.u_aes_core.rot_word_reg\[6\],70.23µm
_1740_,70.06µm
net736,70µm
u_aes128_optimized.u_aes_core.shift_rows_out\[36\],69.98µm
net660,69.98µm
net607,69.9µm
_1007_,69.68µm
_1246_,69.68µm
net669,69.67µm
net808,69.6µm
net716,69.32µm
clknet_3_0_0_clk,68.9µm
net107,68.865µm
u_aes128_optimized.u_aes_core.shift_rows_out\[70\],68.815µm
clknet_3_4_0_clk,68.68µm
u_aes128_optimized.u_aes_core.shift_rows_out\[75\],68.675µm
_1095_,68.5µm
_2097_,68.46µm
net197,68.44µm
net45,68.38µm
_1198_,68.36µm
net671,68.31µm
_1462_,68.3µm
_1934_,68.24µm
u_aes128_optimized.u_aes_core.shift_rows_out\[72\],68.185µm
_1568_,68.1µm
net348,67.92µm
_1466_,67.84µm
_1157_,67.82µm
_1353_,67.82µm
_1501_,67.81µm
net749,67.73µm
u_aes128_optimized.u_aes_core.round_key_reg\[52\],67.71µm
_2919_,67.655µm
_1252_,67.58µm
_1892_,67.5µm
clknet_3_5_0_clk,67.48µm
net231,67.42µm
_1625_,67.36µm
u_aes128_optimized.u_aes_core.round_key_reg\[73\],67.28µm
u_aes128_optimized.u_aes_core.shift_rows_out\[83\],67.24µm
u_aes128_optimized.u_aes_core.shift_rows_out\[39\],67.17µm
net802,67.09µm
_2082_,67.08µm
net688,66.95µm
net708,66.92µm
u_aes128_optimized.u_aes_core.shift_rows_out\[112\],66.84µm
_1519_,66.78µm
net477,66.76µm
net841,66.55µm
_1422_,66.26µm
_1918_,66.16µm
_2249_,66.04µm
net407,66.04µm
net482,65.92µm
net390,65.9µm
net594,65.89µm
u_aes128_optimized.u_aes_core.rot_word_reg\[31\],65.8µm
net806,65.8µm
u_aes128_optimized.u_aes_core.shift_rows_out\[69\],65.6µm
_1425_,65.52µm
net831,65.44µm
u_aes128_optimized.u_aes_core.shift_rows_out\[103\],65.375µm
_1772_,65.36µm
net655,65.25µm
net222,65.14µm
u_aes128_optimized.u_aes_core.shift_rows_out\[32\],65.005µm
_1207_,65µm
_1245_,64.96µm
_1869_,64.9µm
_1477_,64.88µm
net279,64.74µm
u_aes128_optimized.u_aes_core.rot_word_reg\[14\],64.64µm
_1467_,64.49µm
_1495_,64.48µm
_1503_,64.4µm
net389,64.38µm
u_aes128_optimized.u_aes_core.rcon_reg\[7\],64.24µm
_2590_,63.82µm
_1306_,63.66µm
u_aes128_optimized.u_aes_core.round_key_reg\[75\],63.61µm
u_aes128_optimized.u_aes_core.g_word\[10\],63.41µm
u_aes128_optimized.u_aes_core.round_key_reg\[6\],63.39µm
net209,63.21µm
_2040_,63.2µm
net12,63.09µm
_1231_,62.92µm
u_aes128_optimized.u_aes_core.shift_rows_out\[79\],62.86µm
net10,62.8µm
net55,62.79µm
net729,62.77µm
net726,62.75µm
clknet_3_3_0_clk,62.71µm
_1591_,62.56µm
u_aes128_optimized.u_aes_core.shift_rows_out\[111\],62.56µm
net650,62.54µm
_1395_,62.4µm
_1915_,62.35µm
net801,61.93µm
_1709_,61.46µm
u_aes128_optimized.u_aes_core.round_key_reg\[16\],61.29µm
clknet_3_1_0_clk,61.18µm
u_aes128_optimized.u_aes_core.shift_rows_out\[76\],61.08µm
net750,61.04µm
net204,61.02µm
net664,60.96µm
net509,60.935µm
_1210_,60.56µm
u_aes128_optimized.u_aes_core.g_word\[3\],60.55µm
_1797_,60.51µm
u_aes128_optimized.u_aes_core.rot_word_reg\[7\],60.46µm
net167,60.46µm
_1181_,60.38µm
_3033_,60.3µm
_2777_,60.18µm
net435,60.14µm
net567,60.05µm
u_aes128_optimized.u_aes_core.round_key_reg\[78\],59.99µm
net500,59.765µm
u_aes128_optimized.u_aes_core.shift_rows_out\[4\],59.76µm
_1485_,59.66µm
_2994_,59.66µm
_1011_,59.62µm
_1261_,59.6µm
net40,59.57µm
_1665_,59.52µm
_2991_,59.39µm
_1942_,59.38µm
net820,59.36µm
net690,59.23µm
net645,59.05µm
net26,58.99µm
net229,58.86µm
net266,58.82µm
net658,58.69µm
_2982_,58.5µm
u_aes128_optimized.u_aes_core.shift_rows_out\[71\],58.5µm
net677,58.37µm
_2071_,58.16µm
net59,58.08µm
_1493_,57.995µm
net502,57.68µm
u_aes128_optimized.u_aes_core.shift_rows_out\[7\],57.67µm
_2615_,57.36µm
_1972_,57.1µm
net811,56.73µm
clknet_3_7_0_clk,56.68µm
_1559_,56.62µm
_1106_,56.52µm
net479,56.52µm
u_aes128_optimized.u_aes_core.shift_rows_out\[49\],56.42µm
_3020_,56.3µm
clknet_leaf_81_clk,56.27µm
_1131_,56.26µm
net843,56.24µm
net746,56.19µm
_1135_,56.185µm
u_aes128_optimized.u_aes_core.shift_rows_out\[37\],56.04µm
_1406_,55.78µm
net659,55.77µm
_1158_,55.68µm
net104,55.43µm
_1063_,55.38µm
u_aes128_optimized.u_aes_core.round_key_reg\[41\],55.255µm
_1457_,55.21µm
_1961_,55.13µm
net481,55.08µm
_1197_,55.04µm
_2328_,54.87µm
_1560_,54.695µm
_1464_,54.63µm
u_aes128_optimized.u_aes_core.g_word\[11\],54.27µm
net775,54.27µm
u_aes128_optimized.u_aes_core.shift_rows_out\[98\],54.15µm
u_aes128_optimized.u_aes_core.shift_rows_out\[73\],54.08µm
net136,54.03µm
u_aes128_optimized.u_aes_core.round_key_reg\[31\],53.95µm
net794,53.91µm
_2597_,53.87µm
net476,53.74µm
u_aes128_optimized.u_aes_core.shift_rows_out\[48\],53.64µm
net792,53.58µm
_1458_,53.52µm
net374,53.52µm
u_aes128_optimized.u_aes_core.round_key_reg\[125\],53.5µm
net829,53.4µm
net689,53.35µm
key_index\[0\],53.17µm
_1484_,53.04µm
u_aes128_optimized.u_aes_core.state\[5\],53.02µm
u_aes128_optimized.u_aes_core.g_word\[9\],53.01µm
_2217_,52.86µm
u_aes128_optimized.u_aes_core.round_key_reg\[74\],52.79µm
_2077_,52.74µm
_2743_,52.7µm
net362,52.19µm
_1041_,52.18µm
_2178_,52.04µm
u_aes128_optimized.u_aes_core.shift_rows_out\[38\],52µm
_1292_,51.94µm
_1819_,51.92µm
net680,51.84µm
_1989_,51.82µm
net773,51.48µm
_1465_,51.38µm
_1979_,51.33µm
u_aes128_optimized.u_aes_core.round_key_reg\[49\],51.22µm
u_aes128_optimized.u_aes_core.round_key_reg\[47\],51.11µm
net692,51.08µm
net662,51.05µm
_1085_,51.02µm
u_aes128_optimized.u_aes_core.rot_word_reg\[19\],50.82µm
u_aes128_optimized.u_aes_core.round_key_reg\[23\],50.49µm
net797,50.46µm
net813,50.36µm
_3032_,50.29µm
_1253_,50.2µm
_1284_,50.02µm
net182,49.94µm
_1814_,49.7µm
net834,49.42µm
net781,49.27µm
_1224_,49.04µm
_1222_,48.98µm
net819,48.9µm
_1262_,48.82µm
_2163_,48.78µm
_1228_,48.74µm
_1522_,48.68µm
net707,48.63µm
u_aes128_optimized.u_aes_core.round_key_reg\[42\],48.53µm
u_aes128_optimized.u_aes_core.shift_rows_out\[15\],48.41µm
_2113_,48.4µm
net132,48.26µm
aes_ciphertext\[23\],48.22µm
net810,48.22µm
_2951_,48.15µm
net732,48.15µm
net593,48.09µm
u_aes128_optimized.u_aes_core.round_key_reg\[96\],48.08µm
net787,48.05µm
_1238_,47.9µm
u_aes128_optimized.u_aes_core.round_key_reg\[25\],47.89µm
u_aes128_optimized.u_aes_core.rot_word_reg\[28\],47.76µm
net468,47.515µm
_1526_,47.34µm
_1492_,46.795µm
net805,46.74µm
_1221_,46.72µm
net565,46.64µm
_1722_,46.62µm
_1204_,46.5µm
ciphertext_latched\[94\],46.42µm
net11,46.38µm
net298,46.3µm
key_index\[1\],46.02µm
_2718_,45.9µm
_1737_,45.85µm
_1182_,45.84µm
net648,45.83µm
net836,45.7µm
_1220_,45.5µm
net839,45.32µm
_1237_,45.18µm
u_aes128_optimized.u_aes_core.round_key_reg\[33\],45.17µm
net346,45.14µm
net751,45.14µm
u_aes128_optimized.u_aes_core.shift_rows_out\[101\],45.08µm
net248,44.9µm
net777,44.89µm
_1474_,44.87µm
_1126_,44.845µm
u_aes128_optimized.u_aes_core.round_key_reg\[104\],44.6µm
_2972_,44.565µm
_1070_,44.495µm
net213,44.48µm
net685,44.45µm
ciphertext_latched\[20\],44.38µm
_1897_,44.36µm
u_aes128_optimized.u_aes_core.round_key_reg\[64\],44.15µm
_2603_,44.14µm
net838,44.07µm
_1448_,44.02µm
net840,43.91µm
u_aes128_optimized.u_aes_core.round_key_reg\[34\],43.85µm
_2322_,43.84µm
_1657_,43.8µm
_1286_,43.36µm
net818,43.36µm
_1973_,43.255µm
_1310_,43.23µm
_1175_,43.16µm
u_aes128_optimized.u_aes_core.round_key_reg\[84\],43.07µm
_1039_,42.88µm
u_aes128_optimized.u_aes_core.round_key_reg\[93\],42.8µm
_1045_,42.745µm
net467,42.675µm
_2681_,42.6µm
ciphertext_latched\[123\],42.48µm
_1125_,42.34µm
u_aes128_optimized.u_aes_core.rot_word_reg\[24\],42.26µm
net728,42.12µm
_1372_,42.08µm
_1705_,42.04µm
_1287_,42.02µm
_1829_,42µm
u_aes128_optimized.u_aes_core.shift_rows_out\[74\],41.98µm
_2035_,41.96µm
_2434_,41.96µm
_1230_,41.7µm
_2524_,41.62µm
_1160_,41.6µm
net76,41.52µm
_1247_,41.34µm
net835,41.28µm
_1355_,41.22µm
_1472_,41.2µm
u_aes128_optimized.u_aes_core.round_key_reg\[0\],41.2µm
net704,41.18µm
net205,40.99µm
_1471_,40.98µm
_1500_,40.96µm
u_aes128_optimized.u_aes_core.round_key_reg\[40\],40.77µm
net338,40.7µm
_2737_,40.61µm
u_aes128_optimized.u_aes_core.rot_word_reg\[9\],40.58µm
net837,40.5µm
net646,40.48µm
_2245_,40.415µm
_2965_,40.3µm
net174,40.22µm
_2211_,40.14µm
_1243_,40.12µm
_1967_,40.12µm
_1530_,40.08µm
net782,40.08µm
net761,40µm
_3029_,39.93µm
u_aes128_optimized.u_aes_core.round_key_reg\[65\],39.91µm
_2045_,39.78µm
_1681_,39.69µm
net779,39.67µm
_3001_,39.66µm
ciphertext_latched\[63\],39.58µm
aes_ciphertext\[119\],39.54µm
net826,39.44µm
_2170_,39.4µm
_1610_,39.21µm
net725,39.17µm
u_aes128_optimized.u_aes_core.round_key_reg\[95\],38.97µm
u_aes128_optimized.u_aes_core.round_key_reg\[62\],38.96µm
_2094_,38.94µm
_1270_,38.84µm
net118,38.75µm
net861,38.74µm
_1516_,38.57µm
_2518_,38.57µm
net793,38.51µm
_1259_,38.38µm
_1473_,38.14µm
_2693_,38.12µm
_1802_,37.86µm
_2964_,37.785µm
net731,37.74µm
net812,37.56µm
u_aes128_optimized.u_aes_core.round_key_reg\[51\],37.47µm
_2066_,37.46µm
net549,37.44µm
u_aes128_optimized.u_aes_core.col_count\[0\],37.4µm
_2359_,37.33µm
_2264_,37.315µm
aes_busy,37.2µm
u_aes128_optimized.u_aes_core.round_key_reg\[43\],37.19µm
u_aes128_optimized.u_aes_core.round_key_reg\[15\],37.15µm
_1229_,37.1µm
u_aes128_optimized.u_aes_core.rot_word_reg\[22\],37µm
_1380_,36.98µm
u_aes128_optimized.u_aes_core.round_key_reg\[106\],36.87µm
key_index\[2\],36.86µm
net566,36.68µm
u_aes128_optimized.u_aes_core.round_key_reg\[7\],36.57µm
u_aes128_optimized.u_aes_core.round_key_reg\[58\],36.555µm
_2151_,36.26µm
u_aes128_optimized.u_aes_core.rot_word_reg\[21\],36.24µm
net153,36.1µm
_1285_,35.96µm
net804,35.81µm
_1369_,35.7µm
net720,35.55µm
net693,35.51µm
_2591_,35.48µm
net192,35.48µm
ciphertext_latched\[56\],35.4µm
_2377_,35.36µm
_1696_,35.34µm
u_aes128_optimized.u_aes_core.round_key_reg\[4\],35.26µm
_2992_,35.22µm
ciphertext_latched\[90\],35.14µm
_1053_,35.13µm
_2144_,35.05µm
_1195_,34.98µm
net663,34.91µm
_2724_,34.9µm
_1239_,34.86µm
_1279_,34.84µm
ciphertext_latched\[58\],34.8µm
net144,34.8µm
_1254_,34.74µm
net785,34.74µm
_1079_,34.735µm
_2673_,33.98µm
ciphertext_latched\[110\],33.7µm
net42,33.68µm
_1127_,33.64µm
u_aes128_optimized.u_aes_core.round_key_reg\[101\],33.57µm
_2275_,33.52µm
net717,33.52µm
u_aes128_optimized.u_aes_core.round_key_reg\[83\],33.48µm
_1263_,33.4µm
net537,33.38µm
rst_n,33.27µm
_2536_,33.26µm
_2921_,33.26µm
u_aes128_optimized.u_aes_core.round_key_reg\[71\],33.26µm
u_aes128_optimized.u_aes_core.round_key_reg\[109\],33.11µm
net694,33.11µm
_1573_,33.04µm
u_aes128_optimized.u_aes_core.rot_word_reg\[13\],32.72µm
_1562_,32.49µm
u_aes128_optimized.u_aes_core.rot_word_reg\[30\],32.47µm
_2774_,32.405µm
u_aes128_optimized.u_aes_core.round_key_reg\[116\],32.35µm
_1251_,32.32µm
u_aes128_optimized.u_aes_core.round_key_reg\[50\],32.26µm
net528,32.26µm
net111,32.205µm
_1187_,32.2µm
ciphertext_latched\[78\],32.16µm
ciphertext_latched\[25\],32.1µm
u_aes128_optimized.u_aes_core.round_key_reg\[105\],32.09µm
_1257_,32.04µm
_3017_,32.04µm
_1088_,31.76µm
net735,31.72µm
net774,31.72µm
_3035_,31.71µm
u_aes128_optimized.u_aes_core.rot_word_reg\[5\],31.68µm
net147,31.67µm
_1215_,31.66µm
_1180_,31.62µm
u_aes128_optimized.u_aes_core.round_key_reg\[81\],31.51µm
net520,31.5µm
_1518_,31.46µm
_1572_,31.44µm
_1509_,31.38µm
ciphertext_latched\[81\],31.325µm
u_aes128_optimized.u_aes_core.rot_word_reg\[27\],31.26µm
_2550_,31.1µm
_1402_,30.96µm
_2610_,30.84µm
_1361_,30.78µm
_2664_,30.62µm
u_aes128_optimized.u_aes_core.round_key_reg\[54\],30.565µm
u_aes128_optimized.u_aes_core.round_key_reg\[72\],30.56µm
net706,30.56µm
net14,30.48µm
ciphertext_latched\[126\],30.46µm
net340,30.4µm
_1152_,30.34µm
_1226_,30.24µm
_1260_,30.18µm
_1208_,30.1µm
ciphertext_latched\[65\],30.06µm
_1298_,30.04µm
_1293_,30.02µm
net733,29.98µm
key_reg\[62\],29.92µm
_1981_,29.86µm
u_aes128_optimized.u_aes_core.rot_word_reg\[11\],29.82µm
_1609_,29.78µm
_2530_,29.66µm
_1478_,29.6µm
_1216_,29.52µm
plaintext_index\[3\],29.41µm
u_aes128_optimized.u_aes_core.round_key_reg\[61\],29.32µm
u_aes128_optimized.u_aes_core.round_key_reg\[53\],29.3µm
net624,29.3µm
_1401_,29.22µm
_2931_,29.1µm
u_aes128_optimized.u_aes_core.round_key_reg\[85\],29.06µm
_1392_,29.04µm
_2619_,29.04µm
_1514_,29.02µm
_1884_,28.96µm
_1432_,28.92µm
net772,28.9µm
_1578_,28.88µm
_2371_,28.86µm
net783,28.86µm
_1684_,28.82µm
_1256_,28.7µm
_1419_,28.6µm
_1936_,28.58µm
net276,28.46µm
_2736_,28.45µm
ui_in[7],28.43µm
net386,28.34µm
_1730_,28.19µm
ciphertext_latched\[82\],28.18µm
_1236_,28.08µm
u_aes128_optimized.u_aes_core.round_key_reg\[59\],28.05µm
_1136_,28.02µm
net719,28.02µm
_2024_,27.94µm
net232,27.92µm
net661,27.91µm
_2422_,27.8µm
_1444_,27.78µm
net403,27.66µm
_1960_,27.64µm
net1195,27.62µm
u_aes128_optimized.u_aes_core.g_word\[0\],27.61µm
_2670_,27.6µm
_1273_,27.58µm
u_aes128_optimized.u_aes_core.round_key_reg\[90\],27.54µm
_1212_,27.42µm
net32,27.42µm
net676,27.42µm
_1006_,27.415µm
_1280_,27.4µm
u_aes128_optimized.u_aes_core.temp_state_reg\[14\],27.35µm
_2932_,27.3µm
u_aes128_optimized.u_aes_core.round_key_reg\[66\],27.29µm
ready_for_start,27.28µm
u_aes128_optimized.u_aes_core.round_key_reg\[48\],27.14µm
u_aes128_optimized.u_aes_core.round_key_reg\[88\],27.06µm
_1301_,27.04µm
ciphertext_latched\[73\],27.04µm
_1456_,27.02µm
_1067_,27.005µm
net647,26.96µm
_2353_,26.94µm
_2739_,26.88µm
_1188_,26.86µm
u_aes128_optimized.u_aes_core.round_key_reg\[39\],26.78µm
ciphertext_latched\[88\],26.76µm
_1255_,26.7µm
_1357_,26.675µm
u_aes128_optimized.u_aes_core.round_key_reg\[55\],26.59µm
net670,26.52µm
u_aes128_optimized.u_aes_core.round_key_reg\[89\],26.47µm
_2008_,26.44µm
_1513_,26.34µm
_1211_,26.32µm
u_aes128_optimized.u_aes_core.round_key_reg\[35\],26.27µm
_1294_,26.26µm
_1057_,26.24µm
u_aes128_optimized.u_aes_core.round_key_reg\[86\],26.21µm
_1205_,26.14µm
_2391_,26.14µm
u_aes128_optimized.u_aes_core.round_key_reg\[82\],26.07µm
_1504_,26.04µm
u_aes128_optimized.u_aes_core.g_word\[16\],25.95µm
_1529_,25.93µm
_1289_,25.86µm
_1427_,25.86µm
_1225_,25.82µm
_2068_,25.72µm
u_aes128_optimized.u_aes_core.round_key_reg\[110\],25.71µm
_1193_,25.7µm
_2922_,25.68µm
_1359_,25.645µm
_1564_,25.64µm
ciphertext_latched\[60\],25.64µm
plaintext_reg\[72\],25.62µm
ui_in[6],25.62µm
_1700_,25.5µm
u_aes128_optimized.u_aes_core.round_reg\[0\],25.5µm
u_aes128_optimized.u_aes_core.temp_state_reg\[82\],25.48µm
u_aes128_optimized.u_aes_core.temp_state_reg\[114\],25.44µm
net115,25.425µm
net971,25.42µm
_2223_,25.38µm
_2778_,25.34µm
ciphertext_latched\[89\],25.3µm
_1314_,25.2µm
_1699_,25.2µm
_2616_,25.18µm
net324,25.18µm
net198,25.16µm
key_reg\[88\],25.155µm
net263,25.12µm
_1389_,25.06µm
_1505_,25.06µm
_1650_,25.06µm
_1945_,25.06µm
_2715_,24.94µm
_1044_,24.92µm
net766,24.9µm
_2640_,24.88µm
_1303_,24.79µm
_1328_,24.78µm
u_aes128_optimized.u_aes_core.round_key_reg\[56\],24.78µm
net968,24.76µm
_2935_,24.7µm
_3010_,24.66µm
_2268_,24.62µm
u_aes128_optimized.u_aes_core.round_key_reg\[46\],24.61µm
_1272_,24.56µm
uio_in[4],24.46µm
net759,24.4µm
net830,24.4µm
_1275_,24.34µm
u_aes128_optimized.u_aes_core.round_key_reg\[79\],24.3µm
net1112,24.24µm
_1433_,24.22µm
_2088_,24.185µm
u_aes128_optimized.u_aes_core.temp_state_reg\[75\],24.18µm
net413,24.16µm
u_aes128_optimized.u_aes_core.rot_word_reg\[3\],24.14µm
_2764_,24.12µm
net35,24.12µm
_2688_,24.09µm
_1528_,24.08µm
_1571_,23.98µm
_1601_,23.92µm
_1102_,23.86µm
_1424_,23.855µm
_2744_,23.85µm
plaintext_reg\[11\],23.84µm
_2601_,23.78µm
_2103_,23.76µm
u_aes128_optimized.u_aes_core.temp_state_reg\[79\],23.76µm
_2757_,23.74µm
u_aes128_optimized.u_aes_core.round_key_reg\[92\],23.74µm
u_aes128_optimized.u_aes_core.temp_state_reg\[113\],23.7µm
uio_in[0],23.69µm
net1537,23.68µm
_1587_,23.64µm
_1249_,23.6µm
_2929_,23.6µm
_1373_,23.58µm
_2950_,23.56µm
u_aes128_optimized.u_aes_core.temp_state_reg\[68\],23.56µm
net683,23.56µm
_2465_,23.54µm
u_aes128_optimized.u_aes_core.rot_word_reg\[29\],23.52µm
plaintext_reg\[103\],23.46µm
net737,23.42µm
_2995_,23.375µm
_1879_,23.32µm
net636,23.3µm
key_reg\[94\],23.21µm
net523,23.14µm
_1653_,23.08µm
ciphertext_latched\[57\],23.06µm
u_aes128_optimized.u_aes_core.round_key_reg\[60\],23.05µm
u_aes128_optimized.u_aes_core.round_key_reg\[103\],23.04µm
_2628_,23µm
_3036_,22.98µm
u_aes128_optimized.u_aes_core.rot_word_reg\[2\],22.98µm
net218,22.96µm
net1197,22.96µm
net686,22.94µm
done_latched,22.9µm
_2771_,22.88µm
_2658_,22.86µm
ciphertext_latched\[62\],22.84µm
u_aes128_optimized.u_aes_core.temp_state_reg\[64\],22.825µm
u_aes128_optimized.u_aes_core.g_word\[22\],22.77µm
u_aes128_optimized.u_aes_core.round_reg\[3\],22.77µm
u_aes128_optimized.u_aes_core.round_key_reg\[115\],22.72µm
_2383_,22.66µm
aes_ciphertext\[123\],22.6µm
ciphertext_latched\[109\],22.58µm
u_aes128_optimized.u_aes_core.round_key_reg\[45\],22.49µm
ui_in[0],22.45µm
_1296_,22.42µm
_1037_,22.38µm
_2194_,22.38µm
_2633_,22.3µm
ciphertext_latched\[61\],22.3µm
_1297_,22.28µm
_1798_,22.28µm
_2384_,22.22µm
ciphertext_latched\[102\],22.21µm
net791,22.21µm
_2609_,22.18µm
_2691_,22.18µm
u_aes128_optimized.u_aes_core.temp_state_reg\[117\],22.1µm
u_aes128_optimized.u_aes_core.round_key_reg\[80\],22.08µm
net807,22.05µm
_1685_,22µm
plaintext_reg\[99\],22µm
net727,21.96µm
net930,21.95µm
net1024,21.9µm
u_aes128_optimized.u_aes_core.temp_state_reg\[92\],21.89µm
_1724_,21.86µm
_2479_,21.86µm
plaintext_reg\[39\],21.85µm
_1408_,21.84µm
u_aes128_optimized.u_aes_core.temp_state_reg\[90\],21.84µm
uio_in[2],21.78µm
_1288_,21.76µm
ciphertext_latched\[92\],21.725µm
_1725_,21.72µm
_2607_,21.7µm
u_aes128_optimized.u_aes_core.round_key_reg\[117\],21.69µm
net101,21.62µm
net1017,21.61µm
_2685_,21.58µm
u_aes128_optimized.u_aes_core.round_key_reg\[114\],21.55µm
_1803_,21.54µm
net657,21.54µm
_1219_,21.52µm
_1635_,21.52µm
_1695_,21.43µm
_1012_,21.4µm
_2013_,21.4µm
_2974_,21.37µm
u_aes128_optimized.u_aes_core.round_key_reg\[63\],21.35µm
aes_ciphertext\[120\],21.34µm
ciphertext_latched\[17\],21.34µm
ciphertext_latched\[33\],21.34µm
u_aes128_optimized.u_aes_core.temp_state_reg\[74\],21.3µm
ciphertext_latched\[59\],21.28µm
_1170_,21.22µm
ciphertext_latched\[91\],21.12µm
_2712_,21.09µm
_1269_,21.08µm
clear_d,21.04µm
_2017_,21µm
net544,20.96µm
u_aes128_optimized.u_aes_core.temp_state_reg\[127\],20.94µm
_0984_,20.92µm
net1206,20.92µm
net1065,20.88µm
_1103_,20.86µm
_2201_,20.84µm
_2281_,20.82µm
_2787_,20.82µm
ciphertext_latched\[113\],20.82µm
_2592_,20.8µm
net828,20.8µm
_1959_,20.75µm
_1177_,20.74µm
aes_ciphertext\[117\],20.74µm
plaintext_reg\[14\],20.72µm
_0029_,20.685µm
_1566_,20.66µm
net64,20.64µm
net1176,20.64µm
_2261_,20.6µm
_1299_,20.58µm
_1717_,20.56µm
_1117_,20.52µm
net150,20.51µm
u_aes128_optimized.u_aes_core.round_key_reg\[36\],20.5µm
u_aes128_optimized.u_aes_core.round_key_reg\[100\],20.47µm
_1746_,20.44µm
_2229_,20.38µm
_2447_,20.36µm
_1423_,20.32µm
_2056_,20.295µm
_2604_,20.22µm
net62,20.22µm
_1163_,20.2µm
_1258_,20.2µm
_2967_,20.2µm
ciphertext_latched\[70\],20.2µm
_2706_,20.18µm
_2759_,20.18µm
key_reg\[103\],20.16µm
u_aes128_optimized.u_aes_core.g_word\[7\],20.09µm
_1719_,20.08µm
_1963_,20.08µm
_1874_,20.04µm
_1929_,20.04µm
_2365_,20.02µm
net896,20.02µm
_2126_,20µm
u_aes128_optimized.u_aes_core.temp_state_reg\[120\],20µm
_2767_,19.97µm
_1490_,19.96µm
net1476,19.9µm
_2631_,19.88µm
output_index\[3\],19.88µm
u_aes128_optimized.u_aes_core.rot_word_reg\[10\],19.86µm
u_aes128_optimized.u_aes_core.temp_state_reg\[67\],19.86µm
u_aes128_optimized.u_aes_core.round_key_reg\[44\],19.84µm
u_aes128_optimized.u_aes_core.round_key_reg\[122\],19.79µm
_2730_,19.78µm
ciphertext_latched\[35\],19.78µm
_1565_,19.76µm
u_aes128_optimized.u_aes_core.temp_state_reg\[60\],19.74µm
u_aes128_optimized.u_aes_core.round_key_reg\[121\],19.71µm
