Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_80_1037,VGND,li1,480.4700,220.3200,0.000002
FILLER_80_1027,VGND,li1,475.4100,220.3200,0.000003
FILLER_80_1015,VGND,li1,470.3500,220.3200,0.000003
FILLER_80_1006,VGND,li1,465.9800,220.3200,0.000003
FILLER_80_977,VGND,li1,452.8700,220.3200,0.000003
FILLER_80_925,VGND,li1,428.9500,220.3200,0.000004
FILLER_80_914,VGND,li1,423.6600,220.3200,0.000004
FILLER_80_911,VGND,li1,422.5100,220.3200,0.000004
FILLER_80_908,VGND,li1,421.1300,220.3200,0.000004
FILLER_80_905,VGND,li1,419.7500,220.3200,0.000004
FILLER_80_893,VGND,li1,414.2300,220.3200,0.000003
FILLER_80_883,VGND,li1,409.1700,220.3200,0.000003
FILLER_80_880,VGND,li1,408.2500,220.3200,0.000003
FILLER_80_877,VGND,li1,406.8700,220.3200,0.000003
FILLER_80_850,VGND,li1,393.9900,220.3200,0.000004
FILLER_80_847,VGND,li1,393.0700,220.3200,0.000004
FILLER_80_844,VGND,li1,391.6900,220.3200,0.000004
FILLER_80_841,VGND,li1,390.3100,220.3200,0.000004
FILLER_80_838,VGND,li1,388.7000,220.3200,0.000004
FILLER_80_835,VGND,li1,387.5500,220.3200,0.000004
FILLER_80_811,VGND,li1,376.0500,220.3200,0.000002
FILLER_80_785,VGND,li1,364.0900,220.3200,0.000002
FILLER_80_781,VGND,li1,362.7100,220.3200,0.000002
FILLER_80_778,VGND,li1,361.3300,220.3200,0.000002
FILLER_80_775,VGND,li1,359.9500,220.3200,0.000002
FILLER_80_772,VGND,li1,358.5700,220.3200,0.000002
FILLER_80_769,VGND,li1,357.1900,220.3200,0.000002
FILLER_80_766,VGND,li1,355.8100,220.3200,0.000002
FILLER_80_763,VGND,li1,354.4300,220.3200,0.000002
FILLER_80_760,VGND,li1,353.0500,220.3200,0.000002
FILLER_80_757,VGND,li1,351.6700,220.3200,0.000002
FILLER_80_753,VGND,li1,349.8300,220.3200,0.000002
FILLER_80_750,VGND,li1,348.4500,220.3200,0.000002
FILLER_80_747,VGND,li1,347.0700,220.3200,0.000001
FILLER_80_744,VGND,li1,345.6900,220.3200,0.000001
FILLER_80_741,VGND,li1,344.3100,220.3200,0.000001
FILLER_80_738,VGND,li1,342.9300,220.3200,0.000001
FILLER_80_735,VGND,li1,341.5500,220.3200,0.000001
FILLER_80_732,VGND,li1,340.1700,220.3200,0.000001
FILLER_80_729,VGND,li1,338.7900,220.3200,0.000001
FILLER_80_725,VGND,li1,336.9500,220.3200,0.000001
FILLER_80_722,VGND,li1,335.5700,220.3200,0.000001
FILLER_80_719,VGND,li1,334.1900,220.3200,0.000001
FILLER_80_716,VGND,li1,332.8100,220.3200,0.000001
FILLER_80_713,VGND,li1,331.4300,220.3200,0.000001
FILLER_80_710,VGND,li1,330.0500,220.3200,0.000002
FILLER_80_707,VGND,li1,328.6700,220.3200,0.000002
FILLER_80_704,VGND,li1,327.2900,220.3200,0.000002
FILLER_80_701,VGND,li1,325.9100,220.3200,0.000002
FILLER_80_697,VGND,li1,324.0700,220.3200,0.000002
FILLER_80_694,VGND,li1,322.6900,220.3200,0.000002
FILLER_80_679,VGND,li1,315.3300,220.3200,0.000002
FILLER_80_676,VGND,li1,314.4100,220.3200,0.000002
FILLER_80_673,VGND,li1,313.0300,220.3200,0.000002
FILLER_80_645,VGND,li1,299.9200,220.3200,0.000002
FILLER_80_626,VGND,li1,291.1800,220.3200,0.000001
FILLER_80_623,VGND,li1,290.0300,220.3200,0.000001
FILLER_80_620,VGND,li1,288.6500,220.3200,0.000001
FILLER_80_617,VGND,li1,287.2700,220.3200,0.000002
FILLER_80_613,VGND,li1,285.4300,220.3200,0.000002
FILLER_80_610,VGND,li1,284.0500,220.3200,0.000002
FILLER_80_607,VGND,li1,282.6700,220.3200,0.000002
FILLER_80_604,VGND,li1,281.2900,220.3200,0.000002
FILLER_80_601,VGND,li1,279.9100,220.3200,0.000002
FILLER_80_598,VGND,li1,278.5300,220.3200,0.000002
FILLER_80_595,VGND,li1,277.1500,220.3200,0.000002
FILLER_80_592,VGND,li1,275.7700,220.3200,0.000002
FILLER_80_589,VGND,li1,274.3900,220.3200,0.000002
FILLER_80_561,VGND,li1,261.0500,220.3200,0.000002
FILLER_80_558,VGND,li1,259.9000,220.3200,0.000002
FILLER_80_539,VGND,li1,250.9300,220.3200,0.000001
FILLER_80_536,VGND,li1,250.0100,220.3200,0.000001
FILLER_80_533,VGND,li1,248.6300,220.3200,0.000001
FILLER_80_529,VGND,li1,246.7900,220.3200,0.000002
FILLER_80_526,VGND,li1,245.4100,220.3200,0.000002
FILLER_80_523,VGND,li1,244.0300,220.3200,0.000002
FILLER_80_520,VGND,li1,242.6500,220.3200,0.000002
FILLER_80_517,VGND,li1,241.2700,220.3200,0.000002
FILLER_80_514,VGND,li1,239.8900,220.3200,0.000002
FILLER_80_511,VGND,li1,238.5100,220.3200,0.000002
FILLER_80_508,VGND,li1,237.1300,220.3200,0.000002
FILLER_80_505,VGND,li1,235.7500,220.3200,0.000002
FILLER_80_503,VGND,li1,234.3700,220.3200,0.000002
FILLER_80_500,VGND,li1,233.4500,220.3200,0.000002
FILLER_80_497,VGND,li1,232.0700,220.3200,0.000002
FILLER_80_494,VGND,li1,230.6900,220.3200,0.000002
FILLER_80_480,VGND,li1,223.7900,220.3200,0.000002
FILLER_80_477,VGND,li1,222.8700,220.3200,0.000002
FILLER_80_475,VGND,li1,221.4900,220.3200,0.000002
FILLER_80_472,VGND,li1,220.5700,220.3200,0.000002
FILLER_80_469,VGND,li1,219.1900,220.3200,0.000002
FILLER_80_466,VGND,li1,217.8100,220.3200,0.000001
FILLER_80_463,VGND,li1,216.4300,220.3200,0.000001
FILLER_80_460,VGND,li1,215.0500,220.3200,0.000002
FILLER_80_457,VGND,li1,213.6700,220.3200,0.000002
FILLER_80_454,VGND,li1,212.2900,220.3200,0.000002
FILLER_80_445,VGND,li1,208.1500,220.3200,0.000002
FILLER_80_421,VGND,li1,196.8800,220.3200,0.000003
FILLER_80_418,VGND,li1,195.5000,220.3200,0.000003
FILLER_80_415,VGND,li1,194.3500,220.3200,0.000003
FILLER_80_412,VGND,li1,192.9700,220.3200,0.000003
FILLER_80_409,VGND,li1,191.5900,220.3200,0.000003
FILLER_80_402,VGND,li1,187.9100,220.3200,0.000003
FILLER_80_399,VGND,li1,186.9900,220.3200,0.000003
FILLER_80_373,VGND,li1,174.8000,220.3200,0.000002
FILLER_80_340,VGND,li1,159.3900,220.3200,0.000004
FILLER_80_337,VGND,li1,158.4700,220.3200,0.000004
FILLER_80_309,VGND,li1,145.5900,220.3200,0.000003
FILLER_80_262,VGND,li1,123.7400,220.3200,0.000004
FILLER_80_225,VGND,li1,106.9500,220.3200,0.000003
FILLER_80_197,VGND,li1,94.0700,220.3200,0.000002
FILLER_80_169,VGND,li1,80.7300,220.3200,0.000003
FILLER_80_167,VGND,li1,79.8100,220.3200,0.000003
FILLER_80_144,VGND,li1,69.2300,220.3200,0.000002
FILLER_80_141,VGND,li1,68.3100,220.3200,0.000002
FILLER_80_136,VGND,li1,65.5500,220.3200,0.000002
FILLER_80_130,VGND,li1,63.2500,220.3200,0.000002
FILLER_80_125,VGND,li1,60.7200,220.3200,0.000001
FILLER_80_122,VGND,li1,59.5700,220.3200,0.000001
FILLER_80_119,VGND,li1,58.1900,220.3200,0.000001
FILLER_80_116,VGND,li1,56.8100,220.3200,0.000001
FILLER_80_113,VGND,li1,55.4300,220.3200,0.000001
FILLER_80_109,VGND,li1,53.5900,220.3200,0.000001
FILLER_80_106,VGND,li1,52.2100,220.3200,0.000001
FILLER_80_100,VGND,li1,49.4500,220.3200,0.000001
FILLER_80_94,VGND,li1,46.6900,220.3200,0.000001
FILLER_80_88,VGND,li1,43.9300,220.3200,0.000001
FILLER_80_82,VGND,li1,40.9400,220.3200,0.000001
FILLER_80_76,VGND,li1,38.4100,220.3200,0.000001
FILLER_80_70,VGND,li1,35.6500,220.3200,0.000001
FILLER_80_64,VGND,li1,32.8900,220.3200,0.000001
FILLER_80_60,VGND,li1,30.5900,220.3200,0.000000
FILLER_80_57,VGND,li1,29.6700,220.3200,0.000000
FILLER_80_53,VGND,li1,27.8300,220.3200,0.000000
FILLER_80_50,VGND,li1,26.4500,220.3200,0.000000
FILLER_80_47,VGND,li1,25.0700,220.3200,0.000000
FILLER_80_44,VGND,li1,23.6900,220.3200,0.000000
