net,length_um
_07891_,20.59µm
_04952_,20.585µm
_01718_,20.58µm
_03172_,20.58µm
_04872_,20.58µm
_06142_,20.58µm
_02825_,20.56µm
_02890_,20.56µm
_07211_,20.54µm
_05872_,20.52µm
_07253_,20.52µm
_07694_,20.52µm
u_aes128_baseline.u_aes_core.round_key_reg\[111\],20.51µm
_01882_,20.44µm
_05282_,20.44µm
net2171,20.44µm
_06970_,20.42µm
_07353_,20.42µm
_04327_,20.4µm
_04777_,20.4µm
_06624_,20.38µm
_06712_,20.38µm
_09360_,20.38µm
_01224_,20.36µm
_05170_,20.36µm
_06128_,20.36µm
_04101_,20.34µm
_04103_,20.34µm
_06666_,20.34µm
_07051_,20.34µm
_08215_,20.34µm
_03400_,20.32µm
_03411_,20.3µm
_01048_,20.28µm
ciphertext_reg\[78\],20.27µm
_02478_,20.26µm
_03594_,20.24µm
_06655_,20.24µm
_01963_,20.22µm
_08234_,20.22µm
_08546_,20.22µm
_07234_,20.215µm
_01098_,20.2µm
_04321_,20.2µm
_01031_,20.18µm
_01465_,20.16µm
_05972_,20.16µm
_07871_,20.16µm
ciphertext_reg\[96\],20.16µm
_06442_,20.15µm
_05214_,20.14µm
_00828_,20.12µm
_02513_,20.12µm
_03485_,20.12µm
_07031_,20.12µm
_08116_,20.12µm
u_aes128_baseline.u_aes_core.round_key_reg\[38\],20.12µm
_05104_,20.11µm
_02622_,20.1µm
_05208_,20.1µm
_03396_,20.08µm
_07413_,20.05µm
_01700_,20.04µm
_03509_,20.04µm
_08470_,20.04µm
_02754_,19.98µm
_07661_,19.98µm
plaintext_reg\[31\],19.98µm
net1958,19.98µm
_04560_,19.975µm
_02292_,19.96µm
_06892_,19.96µm
_04591_,19.92µm
_06872_,19.9µm
net2155,19.88µm
_02606_,19.86µm
_07698_,19.86µm
net1180,19.85µm
net2161,19.82µm
_03528_,19.805µm
_08167_,19.8µm
_09144_,19.8µm
_09135_,19.78µm
_03052_,19.76µm
_05342_,19.74µm
_07666_,19.74µm
_09146_,19.74µm
_09324_,19.74µm
net2170,19.74µm
_02346_,19.72µm
_03601_,19.72µm
_08310_,19.685µm
net2148,19.68µm
_04512_,19.675µm
_08427_,19.66µm
plaintext_reg\[71\],19.66µm
net2154,19.66µm
_02697_,19.64µm
_05046_,19.64µm
_08433_,19.64µm
_09229_,19.64µm
_04747_,19.635µm
_06205_,19.62µm
_06208_,19.62µm
_06211_,19.62µm
_04942_,19.61µm
u_aes128_baseline.u_aes_core.round_key_reg\[126\],19.6µm
_01062_,19.54µm
_01427_,19.54µm
_04989_,19.54µm
_03034_,19.52µm
_04960_,19.52µm
net224,19.52µm
net2147,19.52µm
_05006_,19.5µm
_06031_,19.5µm
_01024_,19.48µm
_03025_,19.45µm
key_reg\[88\],19.45µm
_08014_,19.43µm
_04975_,19.42µm
plaintext_reg\[109\],19.4µm
_06110_,19.38µm
_06733_,19.38µm
_07885_,19.36µm
_09136_,19.34µm
_06793_,19.32µm
plaintext_reg\[0\],19.32µm
_01209_,19.31µm
_00987_,19.3µm
_09185_,19.3µm
_02289_,19.295µm
net1961,19.29µm
_02355_,19.28µm
_05530_,19.27µm
plaintext_reg\[15\],19.24µm
net73,19.24µm
_03652_,19.2µm
_06946_,19.2µm
net2157,19.2µm
_03861_,19.18µm
_09181_,19.18µm
net2127,19.18µm
_01314_,19.16µm
_03051_,19.16µm
_07818_,19.16µm
_02676_,19.14µm
_09154_,19.14µm
net2162,19.14µm
_02557_,19.12µm
_03721_,19.12µm
plaintext_reg\[50\],19.12µm
net2072,19.09µm
_01683_,19.06µm
_05702_,19.06µm
net2138,19.06µm
_04031_,19.04µm
u_aes128_baseline.u_aes_core.round_key_reg\[124\],19.03µm
_00878_,19.02µm
_01757_,19.02µm
_02072_,19µm
_05580_,19µm
_04009_,18.98µm
_05003_,18.98µm
_09279_,18.98µm
_01961_,18.96µm
net223,18.96µm
net2149,18.96µm
_06341_,18.94µm
_07471_,18.94µm
_07939_,18.94µm
_08492_,18.94µm
_01344_,18.935µm
_02293_,18.91µm
_08128_,18.91µm
_06090_,18.9µm
_09092_,18.9µm
_03553_,18.86µm
_03648_,18.86µm
_08755_,18.84µm
_01431_,18.82µm
_04670_,18.82µm
_07100_,18.82µm
net2166,18.82µm
_01699_,18.8µm
_08062_,18.8µm
u_aes128_baseline.u_aes_core.state_reg\[83\],18.78µm
_03537_,18.74µm
_04138_,18.74µm
_04220_,18.74µm
_04237_,18.74µm
_05066_,18.74µm
_07813_,18.74µm
_09130_,18.74µm
_05432_,18.72µm
_06229_,18.72µm
net2240,18.72µm
_02315_,18.71µm
_02063_,18.7µm
_03844_,18.7µm
_07133_,18.7µm
plaintext_reg\[69\],18.7µm
_02492_,18.68µm
plaintext_reg\[16\],18.66µm
_02299_,18.62µm
_03138_,18.62µm
_04542_,18.62µm
_05817_,18.62µm
_06595_,18.62µm
_08214_,18.62µm
net2294,18.62µm
_06625_,18.6µm
_07389_,18.58µm
_01424_,18.56µm
_04837_,18.56µm
_01327_,18.54µm
_07079_,18.54µm
_03886_,18.53µm
_02389_,18.52µm
_03134_,18.52µm
_06323_,18.52µm
_06944_,18.52µm
net1303,18.52µm
net2267,18.52µm
_00546_,18.5µm
_04194_,18.5µm
_04334_,18.5µm
_06385_,18.5µm
_02303_,18.48µm
_04816_,18.48µm
_08490_,18.48µm
plaintext_reg\[68\],18.48µm
_01202_,18.46µm
_01200_,18.445µm
_05799_,18.44µm
_06170_,18.44µm
net58,18.44µm
_04307_,18.42µm
_03376_,18.41µm
_00825_,18.4µm
_01404_,18.4µm
_02983_,18.4µm
_00817_,18.38µm
_01044_,18.38µm
_02380_,18.38µm
_03141_,18.38µm
_04688_,18.38µm
_02874_,18.36µm
_09070_,18.36µm
ciphertext_reg\[72\],18.36µm
net320,18.36µm
_02594_,18.34µm
_07296_,18.34µm
net2163,18.34µm
_01798_,18.32µm
_03773_,18.32µm
_00990_,18.305µm
_08202_,18.3µm
_03479_,18.28µm
_08256_,18.28µm
_09222_,18.28µm
net222,18.28µm
_02448_,18.26µm
_04011_,18.26µm
plaintext_count\[4\],18.26µm
_08245_,18.25µm
_02098_,18.24µm
_04232_,18.24µm
_08612_,18.24µm
_08901_,18.24µm
_02209_,18.225µm
_05298_,18.2µm
_05070_,18.18µm
_05126_,18.18µm
net2106,18.18µm
_02933_,18.16µm
_06500_,18.16µm
_07001_,18.16µm
_09134_,18.16µm
_04269_,18.15µm
_04279_,18.14µm
_04392_,18.14µm
_05127_,18.14µm
_06579_,18.14µm
net2137,18.14µm
_01620_,18.12µm
_04267_,18.11µm
_01295_,18.1µm
plaintext_reg\[108\],18.1µm
_02931_,18.08µm
_04706_,18.08µm
_04899_,18.08µm
_04738_,18.06µm
_03572_,18.045µm
_05355_,18.04µm
_05811_,18.04µm
_08079_,18.04µm
_05631_,18.02µm
_06574_,18.02µm
_00765_,18µm
_03224_,17.98µm
_05079_,17.98µm
_05977_,17.98µm
_07664_,17.98µm
_08449_,17.98µm
_03548_,17.94µm
net2234,17.94µm
_02372_,17.92µm
_06515_,17.92µm
_05091_,17.91µm
_06019_,17.9µm
_07030_,17.9µm
_08149_,17.9µm
_02135_,17.88µm
_08186_,17.88µm
u_aes128_baseline.u_aes_core.round_key_reg\[48\],17.88µm
_07570_,17.86µm
_07837_,17.86µm
_08087_,17.86µm
_02489_,17.855µm
u_aes128_baseline.u_aes_core.round_key_reg\[67\],17.84µm
_02998_,17.82µm
_02490_,17.8µm
_02539_,17.8µm
net221,17.8µm
_06976_,17.78µm
_07488_,17.78µm
_08553_,17.78µm
_08702_,17.78µm
_01114_,17.76µm
_01588_,17.76µm
_02129_,17.76µm
net1938,17.76µm
_03242_,17.74µm
_04228_,17.74µm
_03470_,17.72µm
_01510_,17.7µm
_01893_,17.7µm
ciphertext_reg\[14\],17.7µm
_02507_,17.67µm
_00606_,17.66µm
_04404_,17.66µm
_06112_,17.66µm
_08958_,17.66µm
_03706_,17.655µm
_01354_,17.64µm
_04499_,17.64µm
_05164_,17.64µm
_07050_,17.6µm
_00932_,17.58µm
_05205_,17.575µm
_05762_,17.56µm
u_aes128_baseline.u_aes_core.state_reg\[80\],17.56µm
_01004_,17.52µm
_01936_,17.52µm
_02021_,17.52µm
_05210_,17.52µm
_08654_,17.52µm
net1713,17.52µm
_07602_,17.5µm
_08173_,17.48µm
_08540_,17.48µm
_09271_,17.48µm
ciphertext_reg\[62\],17.48µm
_07686_,17.44µm
u_aes128_baseline.u_aes_core.round_key_reg\[82\],17.44µm
u_aes128_baseline.u_aes_core.round_key_reg\[103\],17.41µm
_01810_,17.4µm
_06697_,17.4µm
plaintext_reg\[124\],17.4µm
_06057_,17.38µm
_06835_,17.38µm
_08474_,17.38µm
_05776_,17.36µm
plaintext_reg\[115\],17.36µm
net35,17.36µm
_05875_,17.34µm
_06587_,17.34µm
u_aes128_baseline.u_aes_core.rcon_reg\[6\],17.34µm
_02301_,17.32µm
_04277_,17.32µm
ciphertext_reg\[31\],17.32µm
_05930_,17.31µm
_07715_,17.3µm
u_aes128_baseline.u_aes_core.round_key_reg\[89\],17.3µm
_05936_,17.28µm
_08867_,17.28µm
_08387_,17.26µm
u_aes128_baseline.u_aes_core.round_key_reg\[7\],17.26µm
_08632_,17.25µm
_07282_,17.24µm
_08058_,17.24µm
_02774_,17.22µm
_04384_,17.22µm
net2128,17.22µm
plaintext_count\[2\],17.2µm
_01563_,17.18µm
_05242_,17.18µm
_06735_,17.16µm
plaintext_reg\[67\],17.16µm
_01403_,17.14µm
_03522_,17.14µm
_03927_,17.14µm
_07611_,17.14µm
_03890_,17.12µm
_06037_,17.12µm
_09061_,17.12µm
_06941_,17.1µm
_09001_,17.1µm
ciphertext_reg\[33\],17.085µm
_03187_,17.06µm
_05489_,17.06µm
_06719_,17.06µm
_07101_,17.06µm
net2311,17.06µm
_08552_,17.045µm
_02646_,17.02µm
_08280_,17.02µm
_04977_,17µm
_05241_,17µm
_06484_,17µm
_07685_,17µm
_05952_,16.98µm
_03475_,16.94µm
net1032,16.925µm
_01058_,16.92µm
_03217_,16.92µm
_07194_,16.92µm
_07979_,16.9µm
_04078_,16.88µm
_05020_,16.88µm
_09137_,16.88µm
_01480_,16.865µm
_03768_,16.86µm
_01935_,16.84µm
_08648_,16.82µm
_09121_,16.82µm
_04697_,16.8µm
_07267_,16.8µm
_06243_,16.785µm
_02908_,16.78µm
_07758_,16.78µm
net2221,16.78µm
_02179_,16.76µm
_06257_,16.76µm
_08665_,16.76µm
_07716_,16.74µm
u_aes128_baseline.u_aes_core.state_reg\[119\],16.74µm
_07567_,16.72µm
net2331,16.72µm
_08570_,16.7µm
_06011_,16.68µm
_06726_,16.68µm
_01746_,16.66µm
_03957_,16.66µm
_05589_,16.66µm
_03991_,16.64µm
_07059_,16.62µm
_04054_,16.6µm
_08147_,16.6µm
_01630_,16.58µm
_03992_,16.575µm
net1980,16.56µm
_05584_,16.54µm
_01157_,16.52µm
_03336_,16.52µm
_05238_,16.52µm
_05450_,16.52µm
_05133_,16.5µm
_06623_,16.5µm
u_aes128_baseline.u_aes_core.round_key_reg\[69\],16.5µm
_03044_,16.48µm
_07662_,16.48µm
_02536_,16.44µm
_02790_,16.44µm
_02976_,16.44µm
_03412_,16.44µm
_03884_,16.44µm
_09127_,16.44µm
_01818_,16.43µm
_02880_,16.42µm
_03956_,16.42µm
_03704_,16.4µm
_05913_,16.4µm
_02485_,16.38µm
_05981_,16.38µm
_07451_,16.38µm
_05763_,16.36µm
_09077_,16.36µm
_03414_,16.34µm
_04064_,16.34µm
_07556_,16.315µm
_00867_,16.3µm
_02077_,16.285µm
_07201_,16.28µm
net2126,16.28µm
net2140,16.28µm
_02002_,16.27µm
_01914_,16.26µm
_04152_,16.26µm
_09081_,16.26µm
net2064,16.25µm
_05578_,16.24µm
_06507_,16.24µm
_02633_,16.22µm
_05605_,16.22µm
plaintext_reg\[111\],16.22µm
_01507_,16.2µm
_03313_,16.2µm
_05562_,16.2µm
_07584_,16.2µm
_05529_,16.18µm
_08556_,16.18µm
net2112,16.18µm
_08378_,16.17µm
_01508_,16.16µm
_03251_,16.13µm
_03358_,16.12µm
_03651_,16.12µm
_05988_,16.12µm
_06017_,16.12µm
_07346_,16.12µm
_08910_,16.12µm
net2236,16.12µm
_03104_,16.1µm
_05068_,16.1µm
_08679_,16.1µm
_07355_,16.08µm
_01002_,16.07µm
_01599_,16.065µm
_06705_,16.06µm
_02801_,16.04µm
net2285,16.04µm
_04300_,16.02µm
_05676_,16.02µm
_06193_,16.02µm
net2034,16.02µm
net2288,16.02µm
_08117_,16.005µm
_07068_,16µm
net2142,16µm
_02132_,15.98µm
_02575_,15.98µm
_03402_,15.98µm
_04434_,15.98µm
_05204_,15.98µm
_05380_,15.98µm
_02630_,15.96µm
_03365_,15.96µm
_06106_,15.96µm
_06778_,15.96µm
_08532_,15.96µm
_01353_,15.94µm
_05299_,15.94µm
_04107_,15.92µm
_04992_,15.92µm
_05782_,15.92µm
_02308_,15.9µm
_08817_,15.9µm
net166,15.9µm
_01656_,15.885µm
_01341_,15.88µm
_06540_,15.88µm
_06607_,15.88µm
_06126_,15.86µm
_07164_,15.86µm
ciphertext_reg\[55\],15.86µm
_01720_,15.84µm
_02820_,15.84µm
_03634_,15.84µm
_07522_,15.84µm
net2143,15.84µm
_06184_,15.82µm
_08070_,15.82µm
_02268_,15.8µm
_05750_,15.8µm
_08071_,15.8µm
net2131,15.8µm
net2297,15.8µm
_05686_,15.76µm
_09052_,15.76µm
u_aes128_baseline.u_aes_core.round_key_reg\[55\],15.755µm
_02648_,15.74µm
_08991_,15.74µm
u_aes128_baseline.u_aes_core.round_key_reg\[88\],15.74µm
net980,15.74µm
_00950_,15.72µm
_06860_,15.72µm
_07808_,15.72µm
_07889_,15.72µm
plaintext_reg\[106\],15.72µm
net2169,15.72µm
_02294_,15.7µm
_08368_,15.7µm
_03240_,15.68µm
_07147_,15.68µm
ciphertext_reg\[90\],15.68µm
_01338_,15.64µm
_03154_,15.64µm
net53,15.64µm
net2141,15.64µm
_07357_,15.62µm
ciphertext_reg\[87\],15.62µm
net2153,15.62µm
_02265_,15.61µm
_01884_,15.6µm
_03206_,15.6µm
_03351_,15.6µm
_03646_,15.6µm
_04572_,15.6µm
_07318_,15.6µm
_07577_,15.6µm
_09017_,15.6µm
u_aes128_baseline.u_aes_core.round_key_reg\[107\],15.6µm
net2254,15.6µm
_08216_,15.595µm
_00915_,15.58µm
plaintext_reg\[75\],15.58µm
_05017_,15.56µm
_06768_,15.56µm
net2129,15.56µm
_05517_,15.555µm
_03996_,15.54µm
_05414_,15.54µm
_06369_,15.5µm
_08392_,15.5µm
net1969,15.49µm
_04118_,15.485µm
_06232_,15.485µm
_01491_,15.48µm
_05047_,15.48µm
ciphertext_wire\[109\],15.48µm
_03309_,15.465µm
_00942_,15.46µm
_03830_,15.46µm
_06601_,15.46µm
net2133,15.46µm
_03021_,15.44µm
_04170_,15.43µm
_01045_,15.4µm
_03921_,15.4µm
_04991_,15.4µm
_05344_,15.4µm
_06890_,15.4µm
_06994_,15.4µm
_08131_,15.4µm
_08705_,15.4µm
net329,15.4µm
_08592_,15.38µm
u_aes128_baseline.u_aes_core.round_key_reg\[56\],15.38µm
_02641_,15.36µm
_03668_,15.36µm
net597,15.36µm
_01747_,15.34µm
_04988_,15.34µm
_06113_,15.34µm
_08026_,15.34µm
_08876_,15.34µm
net1507,15.34µm
_05437_,15.32µm
_06674_,15.32µm
net2159,15.32µm
_05745_,15.3µm
net1384,15.3µm
_08018_,15.29µm
_03939_,15.28µm
_04427_,15.28µm
_07214_,15.28µm
_07898_,15.28µm
net1602,15.28µm
_00930_,15.26µm
_01013_,15.26µm
_02042_,15.26µm
_02169_,15.26µm
_03510_,15.26µm
_03743_,15.26µm
_07262_,15.26µm
u_aes128_baseline.u_aes_core.state_reg\[109\],15.26µm
_03265_,15.245µm
_00941_,15.24µm
_01094_,15.24µm
_03635_,15.24µm
_06209_,15.24µm
_04026_,15.22µm
_07284_,15.22µm
_07876_,15.22µm
_02686_,15.2µm
_04159_,15.2µm
plaintext_reg\[86\],15.2µm
_02728_,15.18µm
_06576_,15.18µm
_06197_,15.17µm
_05548_,15.16µm
_06937_,15.14µm
_00175_,15.12µm
_01171_,15.12µm
_04079_,15.12µm
_06647_,15.12µm
_03540_,15.1µm
_07668_,15.1µm
_08697_,15.1µm
_08930_,15.1µm
_00197_,15.08µm
_01878_,15.08µm
_02044_,15.06µm
_04063_,15.06µm
_04741_,15.06µm
net2000,15.06µm
net2115,15.06µm
_02180_,15.055µm
_01388_,15.04µm
_07663_,15.04µm
net2314,15.04µm
_03417_,15.02µm
u_aes128_baseline.u_aes_core.round_key_reg\[108\],15.02µm
_03713_,15µm
_08870_,15µm
_08483_,14.98µm
_01862_,14.97µm
_05436_,14.96µm
u_aes128_baseline.u_aes_core.state_reg\[112\],14.96µm
_03362_,14.92µm
_04169_,14.92µm
_04621_,14.92µm
_07000_,14.92µm
ciphertext_wire\[82\],14.92µm
u_aes128_baseline.u_aes_core.state_reg\[73\],14.92µm
_05617_,14.9µm
_07535_,14.9µm
_08564_,14.885µm
_00876_,14.88µm
_01312_,14.88µm
_06853_,14.88µm
_08784_,14.88µm
net2102,14.88µm
_06983_,14.86µm
_08166_,14.86µm
_08933_,14.86µm
net77,14.85µm
_02748_,14.84µm
_09128_,14.82µm
_00588_,14.8µm
_01259_,14.8µm
_02787_,14.8µm
_05690_,14.8µm
_06762_,14.8µm
_03031_,14.78µm
_06577_,14.78µm
_02845_,14.76µm
_04173_,14.76µm
_04435_,14.76µm
_08578_,14.76µm
ciphertext_reg\[47\],14.76µm
u_aes128_baseline.u_aes_core.round_key_reg\[43\],14.76µm
net2215,14.76µm
_07545_,14.74µm
_07610_,14.74µm
_08873_,14.74µm
_02545_,14.72µm
_05996_,14.72µm
_07240_,14.72µm
_08924_,14.7µm
_02213_,14.68µm
_06360_,14.68µm
_07792_,14.66µm
_01621_,14.64µm
_06280_,14.64µm
_06602_,14.64µm
_06846_,14.64µm
_07603_,14.64µm
plaintext_reg\[119\],14.64µm
_06046_,14.62µm
net250,14.62µm
net2164,14.62µm
_04664_,14.605µm
_02989_,14.6µm
_05048_,14.6µm
_05521_,14.6µm
_05696_,14.6µm
_05979_,14.6µm
_07489_,14.6µm
u_aes128_baseline.u_aes_core.round_key_reg\[11\],14.6µm
_02865_,14.58µm
_04185_,14.58µm
_08972_,14.58µm
_05921_,14.57µm
_01761_,14.56µm
_06096_,14.56µm
_06373_,14.56µm
net1368,14.56µm
_00194_,14.52µm
u_aes128_baseline.u_aes_core.state_reg\[107\],14.52µm
_06432_,14.5µm
net63,14.5µm
_00943_,14.48µm
_02386_,14.48µm
_03067_,14.48µm
_03502_,14.48µm
_04640_,14.48µm
_06247_,14.48µm
net2047,14.47µm
_03315_,14.46µm
_08986_,14.46µm
net1,14.46µm
net2266,14.46µm
_05277_,14.44µm
u_aes128_baseline.u_aes_core.round_key_reg\[122\],14.44µm
_02561_,14.425µm
_04537_,14.425µm
_00377_,14.42µm
_02352_,14.42µm
_05730_,14.42µm
_07195_,14.42µm
_08244_,14.42µm
net72,14.42µm
net106,14.42µm
net2272,14.42µm
_02756_,14.4µm
_02758_,14.4µm
plaintext_reg\[27\],14.38µm
net639,14.37µm
_03527_,14.365µm
_07964_,14.36µm
_03640_,14.34µm
_04617_,14.34µm
_08998_,14.34µm
ciphertext_reg\[30\],14.32µm
u_aes128_baseline.u_aes_core.state_reg\[41\],14.32µm
_06927_,14.3µm
_07289_,14.3µm
_07574_,14.3µm
net1460,14.3µm
_02224_,14.28µm
_03489_,14.28µm
_03867_,14.265µm
_06663_,14.26µm
_08509_,14.26µm
_08539_,14.26µm
u_aes128_baseline.u_aes_core.round_key_reg\[72\],14.26µm
_04281_,14.24µm
_08617_,14.24µm
_08988_,14.24µm
_03406_,14.23µm
plaintext_reg\[34\],14.22µm
net2132,14.22µm
_01735_,14.2µm
_07770_,14.2µm
u_aes128_baseline.u_aes_core.round_key_reg\[85\],14.2µm
_05397_,14.18µm
_06530_,14.18µm
_06794_,14.18µm
_08125_,14.18µm
_08195_,14.18µm
u_aes128_baseline.u_aes_core.round_key_reg\[66\],14.18µm
_00787_,14.16µm
_01544_,14.16µm
_08270_,14.16µm
net2103,14.16µm
net2122,14.16µm
_07473_,14.15µm
_02331_,14.14µm
_06702_,14.14µm
_00819_,14.12µm
_03198_,14.12µm
_04773_,14.12µm
_05420_,14.12µm
_05640_,14.12µm
net2135,14.12µm
_00850_,14.1µm
_02126_,14.1µm
_03607_,14.1µm
_03628_,14.1µm
_07782_,14.1µm
net2248,14.1µm
_03770_,14.09µm
_04583_,14.08µm
_05649_,14.08µm
_06865_,14.08µm
_03344_,14.06µm
_05879_,14.06µm
_06141_,14.06µm
_00580_,14.04µm
_02393_,14.04µm
_07683_,14.04µm
net59,14.04µm
net2113,14.04µm
_06150_,14.02µm
_06409_,14.02µm
_07321_,14.02µm
_03809_,14µm
_04613_,14µm
_05661_,14µm
_05737_,14µm
net2096,14µm
_01055_,13.98µm
_02084_,13.98µm
_02930_,13.98µm
_03960_,13.98µm
_08334_,13.98µm
_03649_,13.97µm
_01449_,13.96µm
_02727_,13.96µm
_05774_,13.96µm
_06303_,13.96µm
_06560_,13.94µm
_07946_,13.94µm
_08974_,13.93µm
_00112_,13.92µm
_01685_,13.92µm
u_aes128_baseline.u_aes_core.state_reg\[85\],13.92µm
_07834_,13.905µm
_02011_,13.9µm
_02351_,13.9µm
_04081_,13.9µm
key_reg\[32\],13.89µm
_02943_,13.88µm
_03686_,13.88µm
u_aes128_baseline.u_aes_core.round_key_reg\[44\],13.88µm
_00959_,13.86µm
_05899_,13.86µm
_06808_,13.86µm
_08993_,13.86µm
net2124,13.86µm
_05430_,13.85µm
_06338_,13.845µm
_00830_,13.84µm
_09062_,13.84µm
_00285_,13.82µm
_00511_,13.82µm
_08139_,13.82µm
_08733_,13.81µm
_02356_,13.8µm
_08983_,13.8µm
_09080_,13.8µm
_09275_,13.8µm
key_reg\[95\],13.8µm
u_aes128_baseline.u_aes_core.round_key_reg\[35\],13.8µm
_02326_,13.78µm
_07833_,13.78µm
_09174_,13.78µm
net2225,13.78µm
net2262,13.78µm
_02979_,13.76µm
_03459_,13.76µm
_06016_,13.76µm
_03474_,13.74µm
_05607_,13.72µm
_07160_,13.72µm
_09253_,13.72µm
net2151,13.72µm
_00139_,13.68µm
_02092_,13.68µm
_02503_,13.68µm
_03273_,13.68µm
_05822_,13.68µm
_06549_,13.68µm
_06683_,13.68µm
_07038_,13.68µm
_07123_,13.68µm
_07251_,13.68µm
_08432_,13.68µm
ciphertext_wire\[75\],13.68µm
plaintext_reg\[87\],13.68µm
_03331_,13.66µm
_06464_,13.66µm
net2160,13.66µm
_04178_,13.64µm
_06473_,13.64µm
net2330,13.64µm
_00247_,13.62µm
_01319_,13.62µm
_07561_,13.62µm
_08065_,13.62µm
net1994,13.62µm
net2098,13.62µm
_05547_,13.6µm
_05941_,13.6µm
net2094,13.6µm
_07382_,13.595µm
_06973_,13.59µm
_08050_,13.58µm
_09103_,13.56µm
_09265_,13.56µm
_01183_,13.54µm
_04273_,13.54µm
_05358_,13.54µm
_05885_,13.54µm
_06611_,13.54µm
_07439_,13.54µm
_07448_,13.54µm
_08340_,13.54µm
_08354_,13.54µm
_08926_,13.54µm
_09067_,13.53µm
_02495_,13.52µm
_03609_,13.52µm
_05551_,13.52µm
_05915_,13.52µm
_05865_,13.5µm
_07171_,13.5µm
_07241_,13.5µm
net134,13.5µm
_02319_,13.48µm
_06591_,13.48µm
_02436_,13.47µm
_07045_,13.465µm
_06118_,13.46µm
_06855_,13.46µm
u_aes128_baseline.u_aes_core.state_reg\[53\],13.46µm
_07779_,13.42µm
u_aes128_baseline.u_aes_core.round_key_reg\[51\],13.42µm
_02551_,13.4µm
net74,13.39µm
_01056_,13.38µm
_03764_,13.38µm
_03945_,13.38µm
_04140_,13.38µm
_04289_,13.38µm
_01042_,13.34µm
_02029_,13.34µm
_05312_,13.34µm
_05709_,13.34µm
_06918_,13.34µm
u_aes128_baseline.u_aes_core.round_key_reg\[49\],13.34µm
net2156,13.34µm
_05033_,13.32µm
net2058,13.31µm
_02859_,13.3µm
_03913_,13.3µm
_09355_,13.3µm
_07398_,13.295µm
net2056,13.27µm
_02335_,13.26µm
_02471_,13.26µm
_02602_,13.26µm
_06216_,13.26µm
_08246_,13.26µm
_08383_,13.26µm
net2195,13.26µm
_07512_,13.24µm
_02914_,13.22µm
_03168_,13.22µm
_06474_,13.22µm
_06585_,13.22µm
_06801_,13.22µm
ciphertext_wire\[112\],13.22µm
u_aes128_baseline.u_aes_core.round_key_reg\[39\],13.22µm
_02481_,13.21µm
_03003_,13.21µm
_01821_,13.2µm
_03515_,13.2µm
_07604_,13.2µm
_06723_,13.18µm
_07431_,13.18µm
_08562_,13.18µm
_02349_,13.17µm
_08711_,13.165µm
net2074,13.16µm
net2214,13.16µm
_07800_,13.145µm
_02604_,13.14µm
_04745_,13.14µm
_06025_,13.14µm
net2095,13.14µm
net2296,13.14µm
_03437_,13.135µm
_00124_,13.12µm
_03999_,13.12µm
_06451_,13.12µm
_07974_,13.12µm
_08791_,13.12µm
net2110,13.12µm
_02969_,13.1µm
_05338_,13.1µm
_05627_,13.1µm
_05668_,13.1µm
u_aes128_baseline.u_aes_core.round_key_reg\[12\],13.1µm
u_aes128_baseline.u_aes_core.round_key_reg\[14\],13.1µm
u_aes128_baseline.u_aes_core.round_key_reg\[22\],13.1µm
_02760_,13.08µm
_05691_,13.08µm
_08260_,13.08µm
_01730_,13.06µm
_02906_,13.06µm
_06634_,13.06µm
_07977_,13.06µm
_05843_,13.04µm
_06903_,13.04µm
_07365_,13.04µm
u_aes128_baseline.u_aes_core.state_reg\[46\],13.04µm
net579,13.04µm
_03784_,13.03µm
_01011_,13.02µm
_04311_,13µm
_07032_,13µm
_07424_,13µm
_07590_,13µm
_08506_,13µm
net2238,13µm
_01390_,12.98µm
_08101_,12.965µm
_01454_,12.96µm
_01943_,12.96µm
_05322_,12.96µm
_06672_,12.96µm
_08698_,12.96µm
net147,12.96µm
_01951_,12.94µm
_04967_,12.94µm
_00266_,12.92µm
_04453_,12.92µm
_04985_,12.92µm
_09043_,12.92µm
_09308_,12.92µm
net2243,12.92µm
_05399_,12.9µm
_00576_,12.885µm
_01090_,12.88µm
net2223,12.88µm
_08361_,12.865µm
_02258_,12.86µm
_06781_,12.86µm
net2335,12.86µm
_03056_,12.855µm
uio_out[6],12.85µm
_08859_,12.845µm
_01161_,12.84µm
_02937_,12.84µm
_03095_,12.84µm
_03727_,12.84µm
_04695_,12.84µm
_08464_,12.84µm
_08748_,12.84µm
_06661_,12.805µm
_03212_,12.8µm
_03893_,12.8µm
_04361_,12.8µm
_04424_,12.8µm
_06291_,12.8µm
_06703_,12.8µm
_07608_,12.8µm
u_aes128_baseline.u_aes_core.round_key_reg\[114\],12.8µm
u_aes128_baseline.u_aes_core.round_key_reg\[96\],12.8µm
_03711_,12.78µm
_05633_,12.76µm
_05820_,12.76µm
_07074_,12.76µm
_07463_,12.76µm
u_aes128_baseline.u_aes_core.round_key_reg\[104\],12.76µm
u_aes128_baseline.u_aes_core.round_key_reg\[46\],12.76µm
net1512,12.76µm
_02157_,12.74µm
_03182_,12.74µm
_03655_,12.74µm
_09197_,12.74µm
_03448_,12.73µm
_00862_,12.72µm
_02595_,12.72µm
_08454_,12.72µm
plaintext_reg\[83\],12.72µm
_08745_,12.68µm
u_aes128_baseline.u_aes_core.round_key_reg\[42\],12.68µm
net2118,12.68µm
_02117_,12.66µm
_05199_,12.66µm
