net,length_um
net410,94.38µm
key_reg\[13\],94.35µm
_06716_,94.34µm
net317,94.24µm
net1951,94.22µm
net1228,94.2µm
_03904_,94.14µm
net733,94.12µm
net828,94.115µm
_08661_,94.04µm
net925,94µm
_04722_,93.81µm
net1046,93.795µm
_04111_,93.72µm
_09302_,93.72µm
net346,93.7µm
net1315,93.695µm
_01659_,93.68µm
_04564_,93.64µm
_04097_,93.59µm
net1649,93.57µm
_09153_,93.56µm
_01511_,93.52µm
net971,93.47µm
_08845_,93.45µm
_02357_,93.44µm
_01763_,93.435µm
_06166_,93.395µm
_05084_,93.33µm
net950,93.3µm
net2209,93.3µm
_09322_,93.26µm
net1241,93.24µm
net1141,93.17µm
net533,92.955µm
net1129,92.935µm
_04609_,92.88µm
net862,92.86µm
net1639,92.845µm
net1776,92.8µm
net1023,92.74µm
net1036,92.73µm
_03632_,92.72µm
_04534_,92.7µm
_04191_,92.68µm
net1225,92.64µm
net1091,92.6µm
_03282_,92.59µm
_07410_,92.59µm
net2001,92.55µm
net1336,92.535µm
net1798,92.5µm
_01278_,92.48µm
net582,92.44µm
_06499_,92.42µm
_01361_,92.4µm
ciphertext_reg\[7\],92.39µm
u_aes128_baseline.u_aes_core.state_reg\[17\],92.38µm
net1834,92.32µm
_01257_,92.3µm
net1864,92.22µm
net1557,92.2µm
net1844,92.17µm
net1655,92.15µm
net1617,92.14µm
plaintext_reg\[25\],92.12µm
_06843_,92.1µm
_04508_,92.045µm
_06310_,92.035µm
_04682_,92.02µm
_01990_,91.8µm
_07835_,91.8µm
_03100_,91.78µm
_01715_,91.755µm
net926,91.735µm
net2016,91.69µm
net1517,91.62µm
_04525_,91.58µm
_06777_,91.58µm
_06475_,91.55µm
_01459_,91.44µm
_09164_,91.41µm
_05106_,91.37µm
net299,91.33µm
_01873_,91.32µm
ciphertext_reg\[110\],91.26µm
_07937_,91.18µm
net929,91.15µm
net1762,91.14µm
ciphertext_reg\[122\],91.12µm
_04620_,91.02µm
net747,91.005µm
net1074,90.995µm
_06588_,90.98µm
net1997,90.95µm
net1042,90.945µm
_08706_,90.86µm
_04448_,90.84µm
_01293_,90.82µm
_06371_,90.77µm
key_reg\[114\],90.77µm
_04949_,90.66µm
_08675_,90.66µm
_01993_,90.64µm
net1689,90.6µm
_04115_,90.57µm
key_reg\[51\],90.44µm
net2067,90.41µm
net2063,90.4µm
_04297_,90.36µm
_06238_,90.34µm
_04364_,90.33µm
_02285_,90.31µm
net1793,90.31µm
_04024_,90.3µm
net1265,90.28µm
_04139_,90.26µm
net1457,90.22µm
_02893_,90.18µm
net1676,90.175µm
_01461_,90.165µm
net1176,90.165µm
net1852,90.08µm
net1233,90.075µm
net1550,90.04µm
net1144,90.03µm
_01244_,90µm
_03952_,89.985µm
plaintext_reg\[35\],89.96µm
_04464_,89.92µm
_00842_,89.9µm
_02650_,89.84µm
net176,89.82µm
_05525_,89.69µm
net1614,89.66µm
net1636,89.655µm
net2006,89.63µm
_03920_,89.58µm
net1132,89.505µm
_03304_,89.48µm
net1245,89.48µm
_08493_,89.44µm
_04204_,89.43µm
_05189_,89.4µm
_06450_,89.32µm
_07723_,89.22µm
_03724_,89.145µm
net1406,89.14µm
net217,89.13µm
net1803,89.06µm
net748,89.01µm
net1471,88.995µm
net1382,88.955µm
net1227,88.91µm
u_aes128_baseline.u_aes_core.round_key_reg\[15\],88.9µm
net1187,88.875µm
_06307_,88.76µm
net1473,88.695µm
_03387_,88.67µm
net1978,88.61µm
net945,88.6µm
net1959,88.59µm
_04649_,88.58µm
_04792_,88.58µm
net465,88.515µm
net626,88.44µm
net425,88.43µm
_04128_,88.37µm
_04806_,88.34µm
_00855_,88.32µm
net792,88.305µm
_04746_,88.28µm
_01444_,88.2µm
net1925,88.13µm
_03993_,88.12µm
_04125_,88.105µm
_05267_,88.06µm
_02475_,88.02µm
net1121,87.925µm
net952,87.88µm
net1606,87.86µm
_04812_,87.83µm
_01315_,87.76µm
_04161_,87.75µm
_03110_,87.74µm
_03498_,87.72µm
_06485_,87.64µm
_02430_,87.56µm
_01897_,87.54µm
net1078,87.47µm
_04905_,87.46µm
net1257,87.46µm
_01888_,87.44µm
_02966_,87.4µm
_05984_,87.36µm
_06177_,87.35µm
_06275_,87.325µm
net1697,87.3µm
net1766,87.28µm
net1200,87.245µm
net1893,87.24µm
net884,87.22µm
net1363,87.21µm
_02564_,87.16µm
net1699,87.02µm
net1222,86.88µm
net2204,86.84µm
_04890_,86.83µm
_03717_,86.78µm
net2065,86.76µm
net1538,86.74µm
_04265_,86.64µm
_08525_,86.56µm
net1890,86.54µm
_07963_,86.52µm
_01840_,86.495µm
_07935_,86.48µm
net1271,86.465µm
_07294_,86.44µm
_07628_,86.44µm
_04820_,86.42µm
_04342_,86.41µm
_07921_,86.385µm
_05083_,86.235µm
net1569,86.2µm
net1551,86.15µm
net1018,86.05µm
u_aes128_baseline.u_aes_core.state_reg\[11\],86.02µm
net1945,86µm
_04964_,85.96µm
net446,85.96µm
net1940,85.94µm
net978,85.93µm
net1703,85.93µm
_05613_,85.92µm
_07738_,85.9µm
net1715,85.87µm
_01875_,85.86µm
net2207,85.8µm
_04022_,85.54µm
ciphertext_reg\[56\],85.525µm
_06441_,85.47µm
net536,85.44µm
net1239,85.44µm
net1839,85.22µm
net1308,85.15µm
_05232_,85.12µm
_01215_,85.1µm
ciphertext_reg\[76\],85.1µm
u_aes128_baseline.u_aes_core.round_key_reg\[16\],85.06µm
net918,85.06µm
key_reg\[115\],85.04µm
_01639_,85.02µm
_07297_,85.02µm
_09082_,85µm
_06186_,84.99µm
_08945_,84.94µm
net1299,84.9µm
_04874_,84.89µm
_04551_,84.885µm
net1641,84.815µm
net1324,84.75µm
_07014_,84.72µm
_07894_,84.7µm
net975,84.68µm
_06288_,84.66µm
_03760_,84.62µm
u_aes128_baseline.u_aes_core.state_reg\[76\],84.6µm
net1874,84.5µm
_03300_,84.4µm
_01778_,84.38µm
_07797_,84.36µm
net916,84.32µm
ciphertext_reg\[99\],84.28µm
net1753,84.24µm
_07542_,84.2µm
net1258,84.145µm
_01243_,84.12µm
net1956,84.12µm
_06312_,84.07µm
ciphertext_wire\[110\],84.07µm
u_aes128_baseline.u_aes_core.state_reg\[106\],84.06µm
_06675_,84.04µm
_05295_,84.02µm
_01928_,84µm
_01615_,83.93µm
net797,83.87µm
net1120,83.84µm
_04126_,83.82µm
_04930_,83.76µm
net1361,83.755µm
net1349,83.71µm
net2025,83.71µm
net1171,83.7µm
_02076_,83.645µm
_03327_,83.62µm
_07175_,83.58µm
net434,83.57µm
net1035,83.56µm
u_aes128_baseline.u_aes_core.state_reg\[86\],83.5µm
_01703_,83.46µm
net1004,83.455µm
net1449,83.455µm
net974,83.44µm
net1759,83.44µm
_08233_,83.38µm
net2004,83.37µm
_01270_,83.36µm
_06736_,83.34µm
_02041_,83.32µm
net1907,83.32µm
_07787_,83.315µm
u_aes128_baseline.u_aes_core.state_reg\[14\],83.28µm
net562,83.22µm
_06221_,83.2µm
_05144_,83.19µm
net586,83.14µm
_07653_,83.07µm
net986,83.06µm
net1886,83.04µm
net305,83.02µm
net1027,82.995µm
_07636_,82.99µm
_08060_,82.96µm
_08032_,82.88µm
net787,82.77µm
_01830_,82.76µm
_06686_,82.76µm
net932,82.73µm
net1503,82.72µm
_05359_,82.71µm
_09109_,82.7µm
_01490_,82.69µm
net1972,82.67µm
_03465_,82.65µm
net982,82.645µm
_01905_,82.64µm
_03753_,82.64µm
net1310,82.615µm
u_aes128_baseline.u_aes_core.state_reg\[63\],82.6µm
_05408_,82.52µm
_01378_,82.5µm
net1322,82.41µm
_01626_,82.39µm
net1108,82.34µm
_04805_,82.33µm
plaintext_reg\[13\],82.32µm
net1321,82.24µm
_04200_,82.21µm
_02020_,82.2µm
_05674_,82.12µm
_05307_,82.06µm
_04598_,82.02µm
net1695,82.01µm
_06241_,81.98µm
net766,81.98µm
net1894,81.91µm
_03816_,81.82µm
net1011,81.78µm
ciphertext_reg\[69\],81.76µm
_05352_,81.74µm
_01282_,81.7µm
net1889,81.7µm
_04571_,81.6µm
net1213,81.595µm
_09113_,81.58µm
key_reg\[98\],81.5µm
_04175_,81.44µm
_06408_,81.415µm
_02314_,81.39µm
_01880_,81.35µm
net1519,81.34µm
net1419,81.3µm
_04999_,81.29µm
ciphertext_wire\[104\],81.26µm
_03287_,81.215µm
_04886_,81.2µm
_01853_,81.15µm
net922,81.065µm
_04050_,80.96µm
net1867,80.96µm
net2048,80.92µm
net1334,80.87µm
net1601,80.78µm
_06821_,80.775µm
net1089,80.74µm
net1871,80.74µm
_03694_,80.715µm
net1045,80.71µm
_04523_,80.7µm
_03749_,80.58µm
_07789_,80.52µm
_08911_,80.52µm
net1797,80.5µm
net1687,80.35µm
_07801_,80.33µm
clknet_leaf_0_clk,80.3µm
_01468_,80.24µm
net2202,80.22µm
net543,80.195µm
_09258_,80.1µm
_00808_,80.04µm
_02090_,80.04µm
_02518_,80.04µm
_01973_,80.03µm
_01910_,79.99µm
net1531,79.98µm
net103,79.94µm
_01366_,79.91µm
_02566_,79.9µm
_04878_,79.9µm
net1760,79.88µm
net1883,79.87µm
net1119,79.75µm
_06269_,79.72µm
net1996,79.69µm
net129,79.62µm
_04278_,79.6µm
net955,79.58µm
ciphertext_reg\[19\],79.56µm
ciphertext_reg\[49\],79.56µm
_03598_,79.54µm
_04691_,79.52µm
_01409_,79.48µm
_02816_,79.46µm
_06053_,79.44µm
net936,79.38µm
_04690_,79.34µm
_04776_,79.33µm
_03575_,79.28µm
_01261_,79.26µm
_08248_,79.16µm
net1414,79.14µm
_03354_,79.12µm
_03825_,79.08µm
_07904_,79.08µm
_06751_,79.04µm
net1403,79.01µm
_08722_,78.955µm
_08064_,78.945µm
_04898_,78.94µm
_01516_,78.92µm
net1444,78.92µm
net1586,78.9µm
_07040_,78.88µm
_08249_,78.82µm
_07644_,78.8µm
net1441,78.8µm
_06847_,78.68µm
_08431_,78.68µm
u_aes128_baseline.u_aes_core.state_reg\[12\],78.64µm
net910,78.64µm
_06467_,78.62µm
ciphertext_reg\[13\],78.58µm
net1184,78.58µm
net2046,78.58µm
net962,78.47µm
net1500,78.43µm
net1025,78.415µm
_03408_,78.33µm
net1665,78.27µm
net1846,78.26µm
net1226,78.25µm
plaintext_reg\[14\],78.15µm
_06008_,78.13µm
net1486,78.12µm
_01883_,78.08µm
net1345,78.02µm
net2057,78.02µm
net530,77.98µm
net1992,77.98µm
net1970,77.95µm
_04492_,77.94µm
net1832,77.92µm
_06423_,77.86µm
net1179,77.84µm
_05146_,77.81µm
_02764_,77.8µm
_01677_,77.78µm
_07755_,77.755µm
_02951_,77.74µm
net1848,77.74µm
net164,77.72µm
_01682_,77.66µm
_07865_,77.66µm
_01487_,77.63µm
net456,77.55µm
net1993,77.52µm
_07165_,77.5µm
net1755,77.46µm
_03787_,77.34µm
_04597_,77.34µm
net1408,77.215µm
plaintext_reg\[55\],77.21µm
_06032_,77.12µm
u_aes128_baseline.u_aes_core.state_reg\[67\],77.12µm
_06401_,77.06µm
_04212_,76.98µm
u_aes128_baseline.u_aes_core.rcon_reg\[7\],76.94µm
_04846_,76.91µm
_02052_,76.9µm
_06296_,76.89µm
_03767_,76.88µm
_06336_,76.86µm
_05102_,76.84µm
_06891_,76.82µm
net1515,76.76µm
_07647_,76.72µm
net1480,76.72µm
_03603_,76.7µm
_06763_,76.69µm
net1429,76.68µm
net1802,76.68µm
net1742,76.64µm
_01281_,76.635µm
_01543_,76.56µm
_07999_,76.48µm
net565,76.48µm
_00919_,76.44µm
_03800_,76.44µm
_04791_,76.42µm
net1332,76.32µm
net1903,76.3µm
_07652_,76.28µm
net1417,76.255µm
_01555_,76.22µm
_03663_,76.18µm
_07860_,76.14µm
u_aes128_baseline.u_aes_core.state_reg\[104\],76.14µm
net1968,76.1µm
_08773_,76.07µm
net1264,76.05µm
_01628_,76.04µm
_06621_,75.96µm
net789,75.96µm
_03136_,75.95µm
u_aes128_baseline.u_aes_core.state_reg\[90\],75.94µm
_01826_,75.92µm
net1735,75.9µm
net1477,75.89µm
_07857_,75.875µm
_04762_,75.78µm
net1412,75.76µm
_07809_,75.7µm
_02103_,75.685µm
_06669_,75.66µm
_02005_,75.63µm
_01644_,75.58µm
_05592_,75.54µm
_04831_,75.48µm
_08561_,75.4µm
_04573_,75.36µm
_07348_,75.32µm
net591,75.3µm
_08369_,75.295µm
_07971_,75.28µm
_03261_,75.25µm
net1083,75.2µm
net1191,75.19µm
_05366_,75.18µm
u_aes128_baseline.u_aes_core.state_reg\[96\],75.18µm
_03693_,75.17µm
net1433,75.12µm
key_reg\[118\],75.11µm
net1459,75.06µm
_03782_,75.02µm
_04452_,75.02µm
net502,74.98µm
net1181,74.98µm
net1556,74.915µm
_01522_,74.81µm
_02546_,74.8µm
_04593_,74.78µm
_03925_,74.74µm
_08150_,74.68µm
_07938_,74.66µm
u_aes128_baseline.u_aes_core.state_reg\[51\],74.64µm
net2051,74.63µm
_06436_,74.62µm
plaintext_reg\[28\],74.54µm
_06117_,74.52µm
_01731_,74.515µm
net923,74.4µm
net1712,74.38µm
_07844_,74.36µm
net1428,74.34µm
net1453,74.28µm
_06023_,74.27µm
net1948,74.24µm
_03839_,74.22µm
_08852_,74.2µm
net1999,74.15µm
_03818_,74.13µm
net1726,74.1µm
_04379_,73.98µm
net1518,73.92µm
net1562,73.92µm
net141,73.88µm
net1581,73.87µm
_05683_,73.86µm
_04251_,73.84µm
net1116,73.825µm
_06039_,73.81µm
_07023_,73.78µm
net928,73.78µm
_08616_,73.72µm
key_reg\[107\],73.67µm
_05288_,73.64µm
_06887_,73.64µm
net946,73.64µm
_05597_,73.62µm
net1304,73.595µm
net953,73.58µm
_06940_,73.54µm
_08676_,73.46µm
_05804_,73.44µm
_07381_,73.44µm
net171,73.44µm
net1995,73.44µm
_03280_,73.38µm
_05656_,73.32µm
_01817_,73.3µm
net1700,73.26µm
_06438_,73.23µm
_04298_,73.2µm
net2059,73.18µm
net1998,73.17µm
net1274,73.135µm
_02302_,73.105µm
_02218_,73.04µm
_03295_,73.04µm
_07805_,73.04µm
net1598,72.96µm
_02192_,72.935µm
net1440,72.9µm
_06460_,72.82µm
_06174_,72.815µm
net919,72.725µm
_05142_,72.685µm
_03268_,72.67µm
_01559_,72.645µm
_07440_,72.64µm
net2027,72.56µm
net934,72.555µm
_08187_,72.53µm
net1270,72.48µm
net144,72.46µm
_02720_,72.4µm
_03424_,72.24µm
_01222_,72.19µm
_03372_,72.15µm
_06330_,72.14µm
net2049,72.13µm
net1501,72.12µm
_01528_,72.02µm
_06293_,71.99µm
_02576_,71.98µm
_07627_,71.98µm
_03792_,71.94µm
_02089_,71.88µm
_03238_,71.84µm
_06407_,71.77µm
_01771_,71.76µm
net472,71.7µm
_06218_,71.68µm
_06264_,71.67µm
key_reg\[18\],71.66µm
plaintext_reg\[79\],71.66µm
_05379_,71.64µm
_04112_,71.6µm
_08545_,71.6µm
_09076_,71.6µm
net1142,71.59µm
_06316_,71.43µm
ciphertext_reg\[44\],71.36µm
_07421_,71.34µm
plaintext_reg\[95\],71.32µm
_07388_,71.3µm
net1235,71.29µm
net1748,71.27µm
_04947_,71.22µm
_06412_,71.215µm
net1836,71.205µm
net1114,71.195µm
_03752_,71.18µm
_06699_,71.18µm
_06047_,71.16µm
net1055,71.12µm
_03712_,71.09µm
_02731_,70.96µm
net1560,70.875µm
_04736_,70.86µm
_07492_,70.82µm
_04270_,70.8µm
net1751,70.8µm
_03293_,70.76µm
net1482,70.635µm
net1508,70.58µm
_04935_,70.54µm
net1411,70.54µm
net768,70.53µm
_04879_,70.525µm
_02480_,70.44µm
_07203_,70.44µm
_08056_,70.44µm
_04268_,70.345µm
net1003,70.3µm
_01320_,70.285µm
_06189_,70.19µm
net1670,70.15µm
net2022,70.13µm
_04160_,70.11µm
_02956_,70.07µm
_07754_,70.07µm
_04411_,70.06µm
net1216,70.06µm
_01272_,70.04µm
net1458,70.01µm
_07260_,70µm
_04818_,69.965µm
net1138,69.95µm
_05027_,69.92µm
_03672_,69.9µm
net1721,69.9µm
_01334_,69.88µm
net2032,69.86µm
u_aes128_baseline.u_aes_core.state_reg\[64\],69.84µm
_04775_,69.825µm
net1872,69.82µm
_06456_,69.8µm
net1675,69.8µm
_05682_,69.78µm
_06190_,69.705µm
_01874_,69.695µm
_04554_,69.66µm
_04968_,69.535µm
_02205_,69.5µm
net569,69.48µm
_08055_,69.46µm
net686,69.44µm
_06326_,69.42µm
_03631_,69.34µm
_08121_,69.34µm
net578,69.34µm
_03373_,69.3µm
plaintext_reg\[114\],69.3µm
net1240,69.275µm
_01558_,69.24µm
_04249_,69.24µm
net1013,69.23µm
net1502,69.16µm
_06309_,69.14µm
net611,69.095µm
_06331_,69.06µm
_08360_,69.04µm
net2005,69.04µm
_02313_,68.9µm
_07369_,68.9µm
_06827_,68.86µm
ciphertext_reg\[98\],68.86µm
_06894_,68.83µm
net101,68.82µm
net674,68.79µm
net1277,68.765µm
_01241_,68.7µm
_05793_,68.68µm
net803,68.68µm
_04500_,68.67µm
net2021,68.65µm
_05767_,68.64µm
_08955_,68.64µm
ciphertext_reg\[27\],68.61µm
ciphertext_reg\[45\],68.6µm
_04353_,68.58µm
_04614_,68.58µm
net1289,68.54µm
net1217,68.525µm
net1905,68.52µm
_02666_,68.46µm
_01734_,68.38µm
_01895_,68.32µm
_03285_,68.27µm
_04206_,68.27µm
net284,68.24µm
net1311,68.24µm
net1088,68.22µm
net1192,68.22µm
_01837_,68.16µm
_02219_,68.16µm
_06163_,68.16µm
_06510_,68.16µm
net2053,68.04µm
_03554_,68µm
_05400_,67.96µm
_07672_,67.96µm
_08865_,67.94µm
_04164_,67.915µm
net1202,67.88µm
_01497_,67.81µm
_07337_,67.81µm
_03602_,67.8µm
_04415_,67.8µm
net1465,67.765µm
net1135,67.68µm
_08025_,67.65µm
net1673,67.64µm
net1701,67.635µm
_09025_,67.6µm
_01557_,67.58µm
net1143,67.565µm
ciphertext_reg\[111\],67.56µm
net1618,67.56µm
_06381_,67.54µm
_06693_,67.54µm
_06086_,67.52µm
_08016_,67.49µm
key_reg\[58\],67.49µm
_07972_,67.48µm
_06311_,67.28µm
plaintext_reg\[38\],67.28µm
net1882,67.28µm
_06824_,67.17µm
_04810_,67.16µm
net1603,67.14µm
net2200,67.06µm
net1323,67.05µm
_08335_,67µm
_01286_,66.96µm
_03450_,66.96µm
_03397_,66.91µm
net1284,66.9µm
_08049_,66.865µm
_04858_,66.82µm
_04944_,66.78µm
_02008_,66.7µm
_04517_,66.68µm
net1714,66.68µm
_01602_,66.64µm
_08395_,66.64µm
_03305_,66.54µm
_06506_,66.53µm
net1662,66.52µm
_03871_,66.5µm
_03988_,66.5µm
net1493,66.5µm
_06677_,66.48µm
net1590,66.48µm
net1082,66.435µm
net2198,66.36µm
_06523_,66.3µm
_00881_,66.28µm
net695,66.27µm
net996,66.26µm
_01414_,66.24µm
key_reg\[79\],66.185µm
ciphertext_reg\[17\],66.14µm
_05427_,66.1µm
_06137_,66.06µm
_06803_,66µm
net351,66µm
_05094_,65.98µm
net947,65.89µm
_05137_,65.82µm
_02994_,65.8µm
net924,65.76µm
_07641_,65.66µm
_06868_,65.65µm
plaintext_reg\[66\],65.6µm
_03444_,65.54µm
plaintext_reg\[73\],65.52µm
net1962,65.51µm
_05141_,65.5µm
net1196,65.48µm
_03126_,65.44µm
_05302_,65.42µm
_06081_,65.42µm
_06198_,65.4µm
_09195_,65.4µm
net990,65.39µm
key_reg\[12\],65.18µm
key_reg\[70\],65.17µm
u_aes128_baseline.u_aes_core.round_key_reg\[79\],65.12µm
net1183,65.12µm
_06548_,65.085µm
net1856,65.08µm
_01823_,65.03µm
_03833_,65.02µm
read_index\[0\],65µm
_06443_,64.98µm
_04868_,64.94µm
net450,64.92µm
_02284_,64.9µm
net1266,64.9µm
key_reg\[125\],64.84µm
net1275,64.84µm
net1722,64.835µm
net1347,64.83µm
_01447_,64.8µm
_05443_,64.8µm
net1827,64.79µm
_06298_,64.77µm
_08853_,64.7µm
_04894_,64.68µm
_05919_,64.68µm
ciphertext_reg\[37\],64.68µm
_03687_,64.62µm
_01848_,64.54µm
key_reg\[20\],64.535µm
_03467_,64.52µm
net1709,64.51µm
net838,64.49µm
_07739_,64.375µm
_08066_,64.36µm
_04166_,64.34µm
_05778_,64.33µm
_03845_,64.26µm
_09129_,64.24µm
_00903_,64.18µm
_07724_,64.18µm
_02768_,64.16µm
_04316_,64.14µm
_07408_,64.14µm
net1955,64.13µm
net1851,64.085µm
net954,64.08µm
net2009,64.08µm
net2023,64.03µm
_05009_,64.02µm
_08358_,64.02µm
ciphertext_reg\[10\],63.99µm
_05834_,63.98µm
net1509,63.97µm
net2040,63.89µm
_01382_,63.875µm
_04796_,63.8µm
_08063_,63.76µm
net1328,63.7µm
_02476_,63.56µm
_05523_,63.54µm
net1223,63.53µm
_08057_,63.47µm
key_reg\[23\],63.45µm
_06896_,63.38µm
_06645_,63.34µm
_05101_,63.3µm
key_reg\[28\],63.28µm
net1281,63.28µm
net1947,63.28µm
_05343_,63.245µm
_07314_,63.22µm
net168,63.22µm
net1913,63.22µm
key_reg\[11\],63.205µm
_03799_,63.1µm
_02088_,63.04µm
_02173_,62.99µm
_06468_,62.92µm
_08414_,62.92µm
net1150,62.915µm
net2052,62.9µm
_06933_,62.88µm
net1269,62.82µm
net1309,62.805µm
_03139_,62.78µm
_08599_,62.78µm
_06419_,62.76µm
_04726_,62.72µm
net1117,62.72µm
net1785,62.72µm
net1218,62.67µm
net1000,62.52µm
_04110_,62.5µm
_04485_,62.5µm
_02388_,62.48µm
net1983,62.33µm
_01658_,62.31µm
_04522_,62.28µm
_04531_,62.24µm
ciphertext_reg\[64\],62.24µm
net1337,62.22µm
_05257_,62.2µm
_04299_,62.135µm
_04668_,62.135µm
net2071,62.1µm
key_reg\[16\],62.04µm
plaintext_reg\[1\],62.02µm
clknet_leaf_25_clk,62.02µm
_03679_,62µm
_01503_,61.98µm
_06055_,61.96µm
_08094_,61.94µm
_09336_,61.94µm
_02175_,61.9µm
_04693_,61.89µm
_07114_,61.84µm
net117,61.8µm
net246,61.72µm
_07756_,61.69µm
net2002,61.59µm
_01646_,61.46µm
_08022_,61.4µm
net2197,61.4µm
_07913_,61.38µm
key_reg\[50\],61.355µm
_08426_,61.3µm
ciphertext_reg\[36\],61.3µm
_03247_,61.28µm
_03733_,61.28µm
_07858_,61.185µm
_04779_,61.12µm
_05284_,61.1µm
key_reg\[75\],61.05µm
net2019,61.04µm
_08132_,61.02µm
net1134,60.94µm
net1220,60.9µm
_04025_,60.88µm
_03337_,60.8µm
_06974_,60.79µm
_03286_,60.71µm
_04108_,60.7µm
_06610_,60.7µm
_03082_,60.68µm
net125,60.67µm
_09168_,60.59µm
net1031,60.58µm
_05165_,60.52µm
_04188_,60.5µm
_04544_,60.49µm
ciphertext_reg\[94\],60.48µm
net1891,60.46µm
_05959_,60.36µm
net1683,60.36µm
_04748_,60.32µm
_05211_,60.3µm
_06448_,60.25µm
key_reg\[72\],60.235µm
_03823_,60.155µm
plaintext_reg\[125\],60.14µm
net981,60.14µm
net128,60.06µm
net1029,60.02µm
_03416_,60.005µm
_08966_,59.9µm
net678,59.895µm
_03248_,59.89µm
net1319,59.88µm
_02065_,59.855µm
_02056_,59.85µm
_06350_,59.72µm
u_aes128_baseline.u_aes_core.state_reg\[116\],59.72µm
_06322_,59.7µm
_02343_,59.68µm
u_aes128_baseline.u_aes_core.round_key_reg\[87\],59.67µm
_08412_,59.655µm
net1720,59.62µm
_01440_,59.58µm
_02992_,59.58µm
key_count\[0\],59.57µm
net1100,59.55µm
_06114_,59.52µm
_06339_,59.51µm
net917,59.48µm
net1185,59.48µm
_06875_,59.46µm
net1811,59.4µm
_01726_,59.355µm
_03894_,59.345µm
_04376_,59.32µm
_09287_,59.32µm
net1505,59.32µm
net2073,59.31µm
_02316_,59.22µm
net1075,59.16µm
net594,59.12µm
net310,59.11µm
_03330_,59.1µm
_08984_,59.08µm
net1946,59.03µm
_08005_,59.02µm
plaintext_reg\[47\],59µm
_04927_,58.98µm
_03274_,58.95µm
_01733_,58.94µm
net1931,58.93µm
_01643_,58.92µm
_07131_,58.92µm
_04981_,58.895µm
_06489_,58.86µm
net1826,58.84µm
net1717,58.83µm
_02912_,58.82µm
key_reg\[8\],58.81µm
net347,58.74µm
net940,58.74µm
_05803_,58.72µm
start_reg,58.72µm
_08001_,58.68µm
_01995_,58.64µm
_06452_,58.64µm
net1837,58.64µm
_07985_,58.62µm
_03307_,58.6µm
_03357_,58.59µm
_02362_,58.56µm
plaintext_reg\[91\],58.56µm
_03647_,58.54µm
u_aes128_baseline.u_aes_core.rcon_reg\[0\],58.5µm
_02428_,58.46µm
plaintext_reg\[45\],58.42µm
_08080_,58.375µm
_03710_,58.34µm
_07076_,58.3µm
net1825,58.22µm
_04416_,58.2µm
net132,58.18µm
_03220_,58.16µm
_01725_,58.115µm
_04240_,58.1µm
_04324_,58.06µm
_02274_,58µm
_01753_,57.98µm
net2014,57.98µm
_02119_,57.96µm
net1506,57.96µm
key_reg\[113\],57.94µm
_02634_,57.88µm
_07852_,57.78µm
net1338,57.76µm
net1423,57.66µm
_04509_,57.635µm
_08825_,57.62µm
_08877_,57.62µm
net1740,57.59µm
_02426_,57.56µm
_04764_,57.54µm
_08114_,57.47µm
net972,57.46µm
ciphertext_reg\[42\],57.42µm
net592,57.415µm
_09150_,57.4µm
_03662_,57.38µm
_08770_,57.34µm
_04028_,57.3µm
_02060_,57.295µm
_03407_,57.26µm
_03457_,57.22µm
_06042_,57.22µm
_05313_,57.2µm
_06353_,57.13µm
_07788_,57.13µm
_03755_,57.12µm
net1930,57.12µm
_08013_,57.07µm
net1067,57.04µm
_05327_,56.99µm
_02446_,56.98µm
_01912_,56.925µm
net1174,56.84µm
_08054_,56.82µm
net618,56.78µm
_01819_,56.74µm
_02917_,56.62µm
_08936_,56.62µm
_01529_,56.57µm
net1795,56.52µm
net1149,56.44µm
_07220_,56.43µm
net1080,56.395µm
_07009_,56.36µm
_03804_,56.335µm
_08231_,56.32µm
_01886_,56.29µm
net2036,56.26µm
_02833_,56.22µm
_02445_,56.16µm
_02232_,56.14µm
_07186_,56.1µm
_08220_,56.1µm
net170,56.04µm
_04246_,56µm
_02001_,55.98µm
_07704_,55.98µm
net572,55.98µm
net1926,55.96µm
_01899_,55.935µm
_08507_,55.9µm
net313,55.9µm
net1546,55.89µm
_03883_,55.885µm
net1862,55.88µm
ciphertext_reg\[95\],55.865µm
_04380_,55.83µm
_04491_,55.83µm
net1705,55.82µm
_03578_,55.815µm
_05369_,55.81µm
_07982_,55.74µm
_06120_,55.68µm
_03766_,55.66µm
net2039,55.56µm
net1661,55.545µm
net560,55.54µm
net1366,55.54µm
_04713_,55.535µm
_05433_,55.48µm
net303,55.48µm
_01383_,55.44µm
_01849_,55.44µm
_02588_,55.425µm
net1965,55.39µm
net1475,55.325µm
_04104_,55.275µm
_03256_,55.2µm
net135,55.18µm
_06769_,55.15µm
_05193_,55.14µm
_01486_,55.12µm
_05801_,55.08µm
_05008_,55.06µm
_08027_,55.02µm
_08692_,55.02µm
_01676_,54.94µm
_00853_,54.92µm
net1420,54.92µm
u_aes128_baseline.u_aes_core.state_reg\[95\],54.9µm
_03777_,54.855µm
_01415_,54.84µm
_07816_,54.84µm
_01828_,54.8µm
_06069_,54.72µm
_04023_,54.68µm
_07774_,54.66µm
_08067_,54.66µm
net120,54.54µm
_09086_,54.42µm
ciphertext_reg\[75\],54.42µm
_09337_,54.4µm
_06192_,54.34µm
_09272_,54.34µm
net1573,54.32µm
