net,length_um
_01373_,106.37µm
u_aes128_baseline.u_aes_core.state_reg\[70\],106.32µm
net1221,106.3µm
net605,106.28µm
net1159,106.265µm
_04746_,106.26µm
net914,106.255µm
_06403_,106.235µm
_01217_,106.15µm
_07150_,106.14µm
net126,106.1µm
net345,106.08µm
net1688,105.95µm
_06633_,105.93µm
_01584_,105.895µm
_07656_,105.88µm
_07487_,105.86µm
_01060_,105.84µm
net1057,105.825µm
net259,105.8µm
_08228_,105.77µm
net480,105.76µm
_03745_,105.75µm
net602,105.73µm
_09339_,105.68µm
net920,105.62µm
net158,105.59µm
_06382_,105.585µm
_04344_,105.54µm
_01987_,105.47µm
_05148_,105.46µm
_06036_,105.38µm
net1021,105.35µm
_01781_,105.34µm
_04216_,105.28µm
net1442,105.16µm
_08373_,105.1µm
_02263_,105.08µm
_08015_,105.08µm
_07167_,105.06µm
_01666_,105.05µm
net998,105µm
_04916_,104.91µm
net1692,104.9µm
_01297_,104.88µm
net1041,104.8µm
net218,104.77µm
net1034,104.73µm
_05002_,104.72µm
_01536_,104.67µm
_01541_,104.62µm
net840,104.58µm
u_aes128_baseline.u_aes_core.state_reg\[94\],104.46µm
_04547_,104.32µm
_09125_,104.28µm
_07884_,104.24µm
net948,104.23µm
net751,104.21µm
_07629_,104.18µm
_07906_,104.14µm
ciphertext_wire\[119\],103.95µm
_04854_,103.94µm
_03312_,103.84µm
net1288,103.82µm
net1649,103.8µm
_03989_,103.78µm
_01281_,103.77µm
_01696_,103.74µm
net1438,103.74µm
net1632,103.74µm
net1575,103.72µm
net1042,103.665µm
_06195_,103.64µm
net989,103.62µm
_04702_,103.59µm
u_aes128_baseline.u_aes_core.state_reg\[0\],103.58µm
_01456_,103.575µm
_07957_,103.56µm
_04538_,103.54µm
net1960,103.43µm
net1313,103.38µm
_06344_,103.35µm
net790,103.33µm
net1604,103.3µm
net1767,103.26µm
_03814_,103.25µm
_04660_,103.25µm
net404,103.225µm
_06406_,103.2µm
net50,103.2µm
_01517_,103.195µm
_03678_,103.12µm
net1238,103.12µm
_08281_,103.08µm
net1168,103.08µm
_06219_,103.02µm
net161,102.99µm
net1558,102.98µm
net474,102.9µm
net964,102.9µm
net1071,102.865µm
_02226_,102.845µm
u_aes128_baseline.u_aes_core.state_reg\[100\],102.79µm
_04817_,102.78µm
_06176_,102.615µm
_08217_,102.58µm
_05177_,102.55µm
_04504_,102.545µm
net323,102.54µm
net791,102.45µm
_07959_,102.305µm
_07849_,102.26µm
net1541,102.235µm
_06059_,102.23µm
net1381,102.22µm
_05026_,102.21µm
_03881_,102.2µm
_09049_,102.18µm
net1622,102.16µm
net1668,102.155µm
net1070,102.14µm
net1757,101.9µm
_01298_,101.85µm
_01919_,101.82µm
_03880_,101.82µm
net714,101.82µm
_01220_,101.81µm
net2018,101.79µm
_09139_,101.76µm
_03812_,101.66µm
_06250_,101.66µm
net1698,101.62µm
_07111_,101.61µm
_05687_,101.6µm
net845,101.6µm
net495,101.59µm
_07638_,101.58µm
net874,101.57µm
net1928,101.51µm
net1251,101.46µm
_04795_,101.385µm
_09133_,101.36µm
net882,101.36µm
u_aes128_baseline.u_aes_core.state_reg\[1\],101.28µm
_03821_,100.96µm
net1467,100.96µm
net2010,100.91µm
_02497_,100.905µm
_01494_,100.9µm
_06459_,100.87µm
net1495,100.84µm
_02409_,100.82µm
_06233_,100.82µm
_04528_,100.61µm
net1694,100.6µm
_03235_,100.58µm
net159,100.57µm
_05254_,100.52µm
net1197,100.48µm
_03252_,100.4µm
_04139_,100.36µm
_05976_,100.35µm
net1643,100.33µm
net584,100.28µm
_01489_,100.255µm
_04097_,100.19µm
_01652_,100.12µm
net1868,100.12µm
key_reg\[14\],100.085µm
_06642_,100.08µm
_01637_,100.075µm
key_reg\[116\],100.055µm
_04378_,100.02µm
key_reg\[30\],99.95µm
net439,99.94µm
net118,99.9µm
net1951,99.89µm
_06961_,99.88µm
_07445_,99.87µm
net1640,99.85µm
_04226_,99.815µm
_06181_,99.79µm
_03642_,99.68µm
net753,99.64µm
net2028,99.61µm
_04858_,99.58µm
net911,99.56µm
net1746,99.56µm
net1543,99.53µm
_02610_,99.52µm
net1344,99.52µm
_02188_,99.5µm
_03740_,99.5µm
net717,99.46µm
net1416,99.44µm
_07351_,99.4µm
_04689_,99.3µm
_07921_,99.24µm
_01704_,99.16µm
net318,99.16µm
net1792,99.16µm
net648,99.14µm
_04793_,99.12µm
net1049,99.11µm
net1817,99.1µm
net1659,99.05µm
net1651,99.03µm
net1175,98.95µm
_01892_,98.93µm
_03345_,98.93µm
net1108,98.91µm
_03904_,98.9µm
net1747,98.9µm
net1141,98.89µm
net1631,98.88µm
_06166_,98.87µm
_05674_,98.8µm
_03019_,98.68µm
net971,98.66µm
_04684_,98.6µm
_08109_,98.6µm
_06856_,98.54µm
_01280_,98.52µm
net1987,98.52µm
net202,98.48µm
_05080_,98.47µm
net212,98.4µm
net1244,98.39µm
net1844,98.38µm
net1607,98.365µm
net1036,98.32µm
_04191_,98.3µm
net113,98.3µm
_04516_,98.28µm
_05084_,98.26µm
net1574,98.24µm
_07717_,98.23µm
net1103,98.23µm
net1553,98.205µm
net1379,98.2µm
net1130,98.185µm
_06991_,98.15µm
net1215,98.07µm
u_aes128_baseline.u_aes_core.state_reg\[11\],98.06µm
_04519_,98.05µm
_07751_,97.985µm
_08042_,97.96µm
net1018,97.96µm
_01278_,97.88µm
net1177,97.88µm
net1128,97.815µm
_02721_,97.8µm
_04568_,97.73µm
_08189_,97.73µm
_07778_,97.68µm
net459,97.66µm
_01257_,97.63µm
net929,97.44µm
_06545_,97.4µm
_03303_,97.29µm
net1702,97.255µm
net1406,97.14µm
_04510_,97.09µm
_04508_,97.03µm
plaintext_reg\[12\],96.92µm
_01763_,96.845µm
_09036_,96.8µm
_01869_,96.71µm
_01999_,96.57µm
net534,96.57µm
_01276_,96.56µm
_01751_,96.52µm
net1424,96.52µm
_02553_,96.48µm
net1527,96.42µm
_03716_,96.4µm
net1259,96.4µm
_07771_,96.39µm
_03666_,96.37µm
_01444_,96.36µm
_01871_,96.36µm
_04115_,96.35µm
_03241_,96.28µm
_07780_,96.28µm
ciphertext_reg\[101\],96.26µm
_04605_,96.25µm
_07615_,96.24µm
_06990_,96.06µm
_04674_,96.04µm
ciphertext_reg\[76\],96.02µm
net1227,96.005µm
net1046,95.88µm
net1887,95.86µm
_09280_,95.8µm
_06502_,95.76µm
net1655,95.76µm
_05267_,95.74µm
u_aes128_baseline.u_aes_core.state_reg\[62\],95.71µm
_07937_,95.7µm
_01891_,95.67µm
net1909,95.66µm
net1091,95.62µm
net1341,95.61µm
net733,95.6µm
net862,95.53µm
_07681_,95.52µm
net1528,95.48µm
_01762_,95.44µm
_01993_,95.41µm
_04964_,95.4µm
net1907,95.4µm
_07835_,95.39µm
_09262_,95.38µm
_06716_,95.36µm
_06249_,95.34µm
net533,95.335µm
_02417_,95.3µm
net61,95.3µm
net1451,95.3µm
_03080_,95.26µm
net677,95.26µm
net926,95.255µm
key_reg\[54\],95.25µm
_08845_,95.18µm
net1864,95.16µm
_07733_,95.13µm
_04564_,95.12µm
u_aes128_baseline.u_aes_core.state_reg\[17\],95.12µm
_02151_,94.97µm
_07410_,94.91µm
net1051,94.89µm
net1639,94.865µm
_03325_,94.85µm
_01234_,94.84µm
_04135_,94.755µm
_04065_,94.75µm
_04024_,94.72µm
_08661_,94.72µm
net1706,94.66µm
net1764,94.66µm
net1228,94.63µm
_09075_,94.62µm
net1570,94.6µm
_05895_,94.56µm
net1129,94.545µm
net1239,94.52µm
_02038_,94.46µm
_07533_,94.44µm
key_reg\[13\],94.35µm
_03920_,94.34µm
_06206_,94.3µm
_04217_,94.295µm
net638,94.295µm
net1814,94.28µm
net1564,94.27µm
_06371_,94.26µm
_04111_,94.25µm
key_reg\[51\],94.18µm
_05189_,94.16µm
net1225,94.15µm
net1241,94.14µm
_01523_,94.03µm
net1265,93.96µm
net1608,93.96µm
net1062,93.94µm
_07643_,93.93µm
plaintext_reg\[98\],93.86µm
_00855_,93.84µm
u_aes128_baseline.u_aes_core.state_reg\[86\],93.82µm
net1696,93.74µm
_04649_,93.72µm
_09302_,93.72µm
net1676,93.69µm
_02430_,93.66µm
net122,93.6µm
ciphertext_reg\[23\],93.5µm
net304,93.48µm
_03465_,93.46µm
_08493_,93.46µm
_02357_,93.44µm
net734,93.42µm
_04666_,93.385µm
net2063,93.35µm
_08394_,93.32µm
net950,93.31µm
net425,93.29µm
_09322_,93.26µm
net1257,93.26µm
_03272_,93.22µm
_06177_,93.19µm
_04525_,93.13µm
_04102_,93.09µm
net1369,93.065µm
_03874_,93.06µm
_08135_,93.06µm
net1144,93.04µm
ciphertext_reg\[122\],93.02µm
net410,93.02µm
net1550,93.02µm
_04364_,92.99µm
net747,92.98µm
net725,92.94µm
plaintext_reg\[25\],92.9µm
net1074,92.9µm
net2067,92.81µm
_05106_,92.78µm
_01473_,92.72µm
_03632_,92.72µm
_01216_,92.71µm
net346,92.68µm
net1600,92.65µm
_06777_,92.6µm
_04534_,92.58µm
net1997,92.58µm
ciphertext_reg\[114\],92.54µm
net738,92.47µm
plaintext_reg\[35\],92.44µm
net1863,92.44µm
_01511_,92.38µm
_09164_,92.33µm
net1798,92.26µm
_04342_,92.23µm
_01760_,92.22µm
net1306,92.19µm
_06067_,92.17µm
_01316_,92.11µm
net754,91.98µm
_03100_,91.78µm
ciphertext_reg\[7\],91.71µm
_04620_,91.7µm
net1614,91.7µm
_06310_,91.675µm
net1170,91.675µm
_06791_,91.65µm
net1776,91.64µm
_03282_,91.59µm
net1762,91.55µm
net1793,91.53µm
net1517,91.52µm
net952,91.46µm
net1254,91.45µm
_03327_,91.44µm
net1023,91.3µm
net2065,91.21µm
net1689,91.2µm
net614,91.19µm
_06238_,91.16µm
_04792_,91.095µm
_02475_,91.08µm
_04126_,91.05µm
_03279_,91.03µm
net1852,91µm
net562,90.96µm
_06396_,90.93µm
_04448_,90.84µm
net1124,90.81µm
_07628_,90.7µm
net1617,90.69µm
_03667_,90.66µm
_04204_,90.6µm
_04722_,90.58µm
ciphertext_reg\[83\],90.58µm
_01791_,90.54µm
net1324,90.535µm
net2001,90.42µm
net918,90.415µm
_01361_,90.38µm
net1538,90.38µm
net1375,90.32µm
_06847_,90.3µm
_01315_,90.24µm
_01867_,90.21µm
_01282_,90.2µm
net2006,90.09µm
net1925,90.02µm
_01459_,89.99µm
_07787_,89.925µm
_03499_,89.92µm
_04464_,89.92µm
_06475_,89.86µm
net2204,89.86µm
net1176,89.845µm
_02650_,89.84µm
_03304_,89.8µm
_01873_,89.78µm
_04788_,89.76µm
net1457,89.76µm
net1893,89.76µm
_04873_,89.69µm
_04820_,89.6µm
net1214,89.52µm
net1959,89.48µm
net1894,89.44µm
_06450_,89.42µm
_04265_,89.36µm
_04297_,89.34µm
net828,89.265µm
net756,89.26µm
net1841,89.24µm
_09082_,89.08µm
net986,89.04µm
net1382,88.995µm
_09109_,88.94µm
net1697,88.94µm
_03724_,88.89µm
_01990_,88.85µm
net2016,88.84µm
_04551_,88.815µm
_06499_,88.76µm
net1222,88.755µm
_03749_,88.74µm
_06286_,88.695µm
_01639_,88.62µm
_04806_,88.56µm
_01874_,88.555µm
net465,88.465µm
_03993_,88.46µm
_09153_,88.46µm
_03717_,88.45µm
net1803,88.41µm
net1155,88.4µm
_01715_,88.345µm
_04128_,88.34µm
net543,88.335µm
_01973_,88.24µm
_06361_,88.24µm
u_aes128_baseline.u_aes_core.round_key_reg\[15\],88.22µm
_01567_,88.17µm
_01461_,88.125µm
net434,88.08µm
_02105_,88.02µm
net766,88.02µm
net1691,87.98µm
net1473,87.97µm
net1883,87.92µm
ciphertext_reg\[56\],87.905µm
_01659_,87.78µm
_03110_,87.74µm
net975,87.74µm
net1890,87.715µm
_06485_,87.64µm
net1641,87.62µm
_07935_,87.52µm
net1120,87.52µm
_02893_,87.46µm
u_aes128_baseline.u_aes_core.state_reg\[76\],87.44µm
_03387_,87.26µm
_08675_,87.24µm
net1753,87.21µm
_01888_,87.08µm
net748,87.06µm
net1078,87.02µm
_04890_,86.96µm
_02816_,86.94µm
_04125_,86.865µm
net582,86.86µm
net1315,86.85µm
net1699,86.85µm
_02564_,86.82µm
net1308,86.8µm
net945,86.78µm
_06241_,86.76µm
_07014_,86.76µm
_06441_,86.74µm
net792,86.73µm
net376,86.68µm
net1037,86.68µm
_01293_,86.62µm
net1271,86.605µm
net1132,86.575µm
_06588_,86.56µm
net916,86.52µm
ciphertext_reg\[110\],86.5µm
net217,86.5µm
_06186_,86.48µm
_07294_,86.44µm
_07738_,86.43µm
_06307_,86.38µm
_05144_,86.32µm
net1361,86.27µm
_03952_,86.265µm
_07542_,86.24µm
_04022_,86.22µm
net1945,86.19µm
_04812_,86.14µm
_05083_,86.135µm
_04609_,86µm
net1978,85.94µm
net1121,85.93µm
net317,85.92µm
net1839,85.9µm
_06275_,85.8µm
net1695,85.77µm
_01875_,85.74µm
net1486,85.72µm
net925,85.7µm
net1322,85.67µm
net1191,85.64µm
net2057,85.59µm
plaintext_reg\[13\],85.5µm
_04161_,85.49µm
_01840_,85.475µm
net1245,85.42µm
net1940,85.36µm
net1636,85.325µm
_08945_,85.28µm
_04905_,85.26µm
net1557,85.11µm
_01215_,85.1µm
_03300_,85.08µm
u_aes128_baseline.u_aes_core.round_key_reg\[16\],85.06µm
_07797_,85.04µm
net1336,84.96µm
net1531,84.92µm
net1119,84.875µm
net1503,84.84µm
net974,84.83µm
_07723_,84.74µm
net1449,84.715µm
net1956,84.7µm
ciphertext_reg\[19\],84.66µm
_07894_,84.6µm
_07963_,84.6µm
_01244_,84.39µm
net176,84.38µm
_01378_,84.36µm
net1213,84.355µm
net1258,84.345µm
_04949_,84.29µm
net1171,84.27µm
_01243_,84.12µm
net2004,84.12µm
net1480,84.06µm
net1874,84.04µm
net1715,84µm
net1310,83.995µm
u_aes128_baseline.u_aes_core.state_reg\[14\],83.96µm
_01897_,83.94µm
net1834,83.94µm
_05525_,83.92µm
_07040_,83.91µm
_05613_,83.88µm
_07636_,83.82µm
_05232_,83.76µm
net1299,83.76µm
_05984_,83.72µm
_06288_,83.655µm
_07175_,83.58µm
_04690_,83.55µm
key_reg\[98\],83.545µm
ciphertext_wire\[110\],83.54µm
net446,83.52µm
net586,83.5µm
u_aes128_baseline.u_aes_core.state_reg\[106\],83.475µm
_01703_,83.46µm
_07865_,83.455µm
net1200,83.41µm
_03694_,83.4µm
_04200_,83.39µm
_04805_,83.37µm
_01261_,83.24µm
_00842_,83.16µm
_07904_,83.16µm
net1846,83.1µm
net2209,83.06µm
_07653_,83.01µm
_02285_,83µm
net2048,82.98µm
net1551,82.92µm
_02576_,82.88µm
net1518,82.875µm
_06312_,82.835µm
_07844_,82.83µm
net1233,82.795µm
net797,82.79µm
u_aes128_baseline.u_aes_core.state_reg\[12\],82.72µm
net936,82.7µm
_01490_,82.69µm
net1569,82.66µm
_05313_,82.64µm
u_aes128_baseline.u_aes_core.state_reg\[63\],82.6µm
_08060_,82.58µm
_05295_,82.54µm
_04598_,82.535µm
net1586,82.26µm
net305,82.22µm
net1601,82.18µm
_06686_,82.08µm
net299,82.05µm
_03839_,82.04µm
_06008_,81.99µm
net1832,81.98µm
ciphertext_reg\[69\],81.975µm
net982,81.965µm
_02052_,81.96µm
_08248_,81.92µm
_03672_,81.9µm
net1321,81.88µm
_06221_,81.82µm
_08032_,81.82µm
net1181,81.765µm
net1670,81.72µm
_01270_,81.66µm
_02041_,81.62µm
_07801_,81.61µm
_03287_,81.605µm
_01626_,81.58µm
net1027,81.58µm
net1508,81.55µm
net1089,81.54µm
net1766,81.54µm
_05408_,81.5µm
net456,81.5µm
_08722_,81.485µm
_04571_,81.48µm
net1519,81.46µm
_07755_,81.425µm
_01880_,81.35µm
_04886_,81.3µm
net1797,81.195µm
net1471,81.15µm
key_reg\[114\],81.12µm
_04999_,81.09µm
net884,81.08µm
_08525_,81.065µm
_05352_,81.06µm
net1889,81.02µm
_06423_,81.01µm
net932,81µm
net1598,80.99µm
net978,80.95µm
_09113_,80.9µm
net1004,80.885µm
net787,80.88µm
net1687,80.735µm
net1972,80.65µm
_06675_,80.64µm
net1349,80.62µm
net1429,80.615µm
_08911_,80.52µm
clknet_leaf_0_clk,80.52µm
net1045,80.52µm
_06408_,80.515µm
_06336_,80.5µm
_07644_,80.48µm
_02314_,80.47µm
_06821_,80.41µm
net1968,80.37µm
_02020_,80.3µm
net1408,80.265µm
_02566_,80.24µm
_03598_,80.22µm
_04930_,80.22µm
net1035,80.2µm
_08249_,80.18µm
_04050_,80.16µm
_04874_,80.145µm
net1867,80.11µm
net2025,80.07µm
net2046,80.05µm
net1116,80.03µm
_07999_,79.92µm
net910,79.92µm
_02764_,79.88µm
net1606,79.82µm
net955,79.8µm
_01883_,79.78µm
_09258_,79.76µm
_04898_,79.74µm
net1903,79.71µm
net1453,79.66µm
net129,79.62µm
net1403,79.6µm
_04523_,79.56µm
_06053_,79.54µm
_01409_,79.48µm
_02076_,79.445µm
net1334,79.39µm
plaintext_reg\[55\],79.38µm
net1871,79.38µm
_01826_,79.36µm
net1412,79.36µm
_04776_,79.31µm
_08706_,79.28µm
_08431_,79.24µm
_06669_,79.22µm
net1760,79.2µm
_01516_,79.19µm
u_aes128_baseline.u_aes_core.state_reg\[67\],79.16µm
_04846_,79.14µm
key_reg\[115\],79.095µm
_01928_,79.07µm
net1742,79.06µm
_03261_,79.04µm
_03408_,79.01µm
_03767_,79.01µm
net164,78.98µm
net1226,78.98µm
net1419,78.945µm
net1441,78.92µm
_05307_,78.86µm
_08064_,78.85µm
_07789_,78.8µm
ciphertext_reg\[99\],78.8µm
net1992,78.76µm
net1703,78.7µm
net2207,78.66µm
_05359_,78.63µm
net1184,78.61µm
_04175_,78.58µm
net1011,78.58µm
net1428,78.58µm
net591,78.54µm
_01910_,78.41µm
net626,78.405µm
_01778_,78.3µm
_03825_,78.28µm
_02480_,78.26µm
_03925_,78.26µm
_07297_,78.22µm
_01468_,78.2µm
_01487_,78.14µm
net1500,78.13µm
net1444,78.12µm
_08233_,78.09µm
_03816_,78.08µm
net1802,78.07µm
_01366_,78.045µm
net1433,78µm
net1025,77.975µm
_05683_,77.94µm
_01615_,77.915µm
_06736_,77.9µm
net1848,77.84µm
net103,77.82µm
_07857_,77.81µm
_04878_,77.75µm
_01447_,77.72µm
net565,77.62µm
net1311,77.62µm
net1970,77.61µm
_06467_,77.6µm
net1886,77.59µm
_03575_,77.58µm
net922,77.58µm
net1414,77.38µm
_04597_,77.34µm
_06269_,77.3µm
_01555_,77.28µm
_07971_,77.28µm
_02731_,77.25µm
_04251_,77.24µm
_07860_,77.16µm
net1264,77.15µm
_03760_,77.14µm
_06032_,77.12µm
_01677_,77.1µm
_06751_,77µm
_06401_,76.82µm
_03136_,76.78µm
ciphertext_reg\[13\],76.73µm
_03782_,76.72µm
_06763_,76.69µm
_04411_,76.65µm
_01682_,76.64µm
_02005_,76.57µm
_07203_,76.56µm
_03295_,76.48µm
key_reg\[118\],76.47µm
_00919_,76.44µm
_06023_,76.4µm
_04492_,76.39µm
net1556,76.365µm
net919,76.345µm
ciphertext_wire\[104\],76.26µm
_04762_,76.24µm
_06117_,76.22µm
net1183,76.22µm
net1759,76.19µm
_01817_,76.16µm
net1332,76.16µm
_06039_,76.13µm
_07809_,76.13µm
_07348_,76µm
net2202,75.97µm
_06621_,75.96µm
_02966_,75.94µm
_06940_,75.92µm
_03752_,75.84µm
net1993,75.77µm
_05379_,75.72µm
_07647_,75.7µm
net1459,75.69µm
_08150_,75.68µm
_01644_,75.6µm
_05592_,75.54µm
net1055,75.54µm
_04968_,75.51µm
_02090_,75.5µm
_03787_,75.49µm
_08561_,75.4µm
net1995,75.38µm
_04573_,75.36µm
net1836,75.275µm
_01320_,75.26µm
_05146_,75.21µm
net2051,75.21µm
net1440,75.2µm
u_aes128_baseline.u_aes_core.state_reg\[96\],75.18µm
net1755,75.16µm
ciphertext_reg\[49\],75.14µm
_03693_,75.12µm
net1665,75.05µm
_06887_,75µm
net1675,74.96µm
_00808_,74.94µm
_03372_,74.94µm
net1142,74.86µm
net1417,74.825µm
u_aes128_baseline.u_aes_core.state_reg\[51\],74.64µm
net536,74.61µm
_04212_,74.6µm
_04278_,74.6µm
_08369_,74.595µm
net962,74.59µm
_07421_,74.58µm
u_aes128_baseline.u_aes_core.state_reg\[90\],74.58µm
_08773_,74.55µm
_03753_,74.54µm
net1515,74.54µm
net1345,74.49µm
_01522_,74.47µm
_07165_,74.44µm
_06174_,74.395µm
_02103_,74.34µm
net2027,74.34µm
_03603_,74.32µm
net996,74.28µm
_06412_,74.255µm
net1948,74.24µm
net2059,74.24µm
net1477,74.22µm
_06436_,74.16µm
net1735,74.15µm
key_reg\[107\],74.13µm
_01628_,74.1µm
_04593_,74.1µm
_01905_,74.08µm
_06296_,74.08µm
_03238_,74.02µm
net1999,73.95µm
_01837_,73.94µm
_07627_,73.94µm
net1996,73.83µm
_05656_,73.8µm
_09195_,73.8µm
plaintext_reg\[14\],73.8µm
_02546_,73.78µm
_06331_,73.72µm
_08616_,73.72µm
net1217,73.71µm
_01853_,73.705µm
ciphertext_reg\[44\],73.64µm
_07652_,73.62µm
net502,73.62µm
_03293_,73.48µm
_05366_,73.48µm
_04112_,73.47µm
_03687_,73.46µm
net934,73.455µm
net171,73.44µm
net569,73.44µm
_06316_,73.415µm
_03373_,73.4µm
_04935_,73.4µm
plaintext_reg\[28\],73.35µm
_04791_,73.315µm
net2053,73.27µm
_07754_,73.26µm
_04879_,73.185µm
_01241_,73.18µm
net141,73.18µm
net1114,73.155µm
_05027_,73.12µm
net686,73.08µm
_04947_,73.02µm
_04691_,72.93µm
net2032,72.86µm
_03424_,72.84µm
_06264_,72.84µm
net1501,72.78µm
_04298_,72.74µm
_02192_,72.72µm
_05448_,72.72µm
_06381_,72.65µm
_07440_,72.64µm
_08545_,72.62µm
net1882,72.62µm
_06330_,72.58µm
_01830_,72.56µm
_04868_,72.55µm
net1712,72.54µm
net578,72.44µm
_01559_,72.42µm
_02720_,72.4µm
net1726,72.38µm
_05597_,72.36µm
_01731_,72.26µm
net1560,72.18µm
_01543_,72.14µm
net1482,72.14µm
_03712_,72.11µm
_01771_,72.105µm
_06699_,72.1µm
net1323,72.095µm
_01528_,72.08µm
_05804_,72.08µm
net768,72.06µm
net954,72.04µm
_01725_,72.005µm
_04775_,72µm
_04452_,71.94µm
net928,71.875µm
_03354_,71.82µm
_07805_,71.78µm
_06548_,71.775µm
_02302_,71.735µm
net789,71.7µm
_06218_,71.68µm
net472,71.68µm
net1304,71.67µm
net1581,71.67µm
_01222_,71.54µm
_07023_,71.51µm
_01658_,71.5µm
plaintext_reg\[95\],71.4µm
_07388_,71.3µm
_05142_,71.275µm
_09076_,71.26µm
net946,71.24µm
net1502,71.22µm
plaintext_reg\[66\],71.2µm
net1235,71.19µm
_01272_,71.12µm
net1240,71.12µm
_06510_,71µm
net1347,70.9µm
net1179,70.88µm
_03268_,70.78µm
net1083,70.78µm
_03800_,70.76µm
key_reg\[18\],70.76µm
net1274,70.685µm
_05400_,70.68µm
_07337_,70.68µm
_04268_,70.665µm
net1088,70.64µm
u_aes128_baseline.u_aes_core.state_reg\[104\],70.52µm
net1363,70.51µm
_04270_,70.46µm
_02956_,70.4µm
_04517_,70.36µm
net1509,70.3µm
_04693_,70.28µm
net1751,70.24µm
_02951_,70.22µm
_02205_,70.18µm
net2005,70.16µm
_07492_,70.14µm
u_aes128_baseline.u_aes_core.round_key_reg\[79\],70.135µm
_01558_,70.05µm
net838,70.02µm
net101,70.01µm
net1411,70.01µm
_08955_,70µm
_06438_,69.98µm
_03280_,69.91µm
net1216,69.87µm
u_aes128_baseline.u_aes_core.state_reg\[64\],69.84µm
net530,69.8µm
net1150,69.76µm
net1748,69.74µm
_04818_,69.735µm
net1905,69.73µm
_04554_,69.66µm
_03285_,69.65µm
plaintext_reg\[38\],69.56µm
_02089_,69.55µm
_01497_,69.43µm
net1701,69.385µm
_08016_,69.38µm
_03631_,69.34µm
_06891_,69.34µm
_07260_,69.32µm
_06827_,69.2µm
_06163_,69.18µm
_01734_,69.06µm
_08360_,69.04µm
_06298_,68.98µm
_02219_,68.96µm
_01557_,68.94µm
_03602_,68.92µm
_02313_,68.9µm
_01895_,68.88µm
net284,68.86µm
_03554_,68.78µm
_08121_,68.76µm
net2198,68.74µm
_04736_,68.68µm
_06824_,68.61µm
_08187_,68.55µm
_06460_,68.525µm
ciphertext_reg\[98\],68.52µm
net2049,68.52µm
_02666_,68.46µm
net1662,68.46µm
net2022,68.45µm
_05682_,68.42µm
net923,68.4µm
net1721,68.37µm
net1962,68.36µm
_08056_,68.29µm
_01414_,68.28µm
net1856,68.28µm
_03663_,68.24µm
_04614_,68.24µm
net1562,68.24µm
net1618,68.12µm
_04379_,68.02µm
net1458,67.99µm
_03818_,67.92µm
_08066_,67.92µm
net1202,67.88µm
key_reg\[79\],67.865µm
_04415_,67.84µm
_03126_,67.82µm
net1872,67.82µm
net1138,67.795µm
_04500_,67.705µm
net1673,67.64µm
net1465,67.62µm
_00881_,67.54µm
net1135,67.5µm
_07972_,67.48µm
_03416_,67.435µm
_02088_,67.36µm
net1284,67.36µm
_08395_,67.32µm
ciphertext_reg\[111\],67.32µm
net1003,67.32µm
_06311_,67.305µm
net1000,67.3µm
_05767_,67.28µm
_07672_,67.28µm
_02284_,67.275µm
net1714,67.26µm
_04160_,67.22µm
u_aes128_baseline.u_aes_core.rcon_reg\[0\],67.19µm
ciphertext_reg\[17\],67.16µm
_05137_,67.13µm
_03845_,67.1µm
_06693_,67.1µm
u_aes128_baseline.u_aes_core.rcon_reg\[7\],67.08µm
ciphertext_reg\[37\],67.06µm
_01334_,67.04µm
net947,67.03µm
_05793_,66.98µm
_07739_,66.97µm
_03450_,66.96µm
_06086_,66.94µm
net1266,66.94µm
_08358_,66.84µm
_08335_,66.83µm
_03397_,66.81µm
_03247_,66.8µm
net1289,66.8µm
net1700,66.75µm
_02994_,66.72µm
_08852_,66.72µm
_05094_,66.66µm
_01602_,66.64µm
_08865_,66.58µm
ciphertext_reg\[10\],66.485µm
_06677_,66.48µm
u_aes128_baseline.u_aes_core.state_reg\[116\],66.44µm
plaintext_reg\[73\],66.32µm
net1590,66.32µm
_03305_,66.23µm
_06456_,66.23µm
_08049_,66.165µm
key_reg\[20\],66.14µm
ciphertext_reg\[27\],66.12µm
net1955,66.12µm
_02476_,66.08µm
_06137_,66.06µm
_06523_,66.06µm
_06894_,66.03µm
_06506_,66.02µm
_03871_,65.94µm
net924,65.74µm
net1722,65.735µm
net953,65.665µm
_06803_,65.66µm
_06868_,65.65µm
_07381_,65.64µm
_07641_,65.62µm
net1223,65.62µm
_04831_,65.4µm
_01848_,65.39µm
_04668_,65.365µm
_06114_,65.355µm
key_reg\[125\],65.345µm
_05834_,65.34µm
_01823_,65.26µm
_04249_,65.26µm
key_reg\[58\],65.26µm
_08055_,65.25µm
net1117,65.2µm
net1328,65.175µm
_07938_,65.17µm
_04188_,65.16µm
_03792_,65.12µm
net990,65.09µm
_03833_,65.02µm
_03988_,65.02µm
_08676_,65µm
net351,64.98µm
net1270,64.96µm
_08022_,64.94µm
net1998,64.865µm
_06190_,64.845µm
_04206_,64.84µm
_04316_,64.82µm
net1196,64.8µm
net674,64.78µm
net1493,64.78µm
net2200,64.68µm
net2040,64.59µm
ciphertext_reg\[36\],64.58µm
_06081_,64.57µm
_06047_,64.56µm
_06189_,64.485µm
_01286_,64.48µm
_05141_,64.48µm
_07369_,64.48µm
_07408_,64.48µm
_05427_,64.4µm
_05523_,64.2µm
