net,length_um
_08407_,6.76µm
ciphertext_wire\[2\],6.76µm
_00908_,6.74µm
_00979_,6.74µm
_02459_,6.74µm
_02544_,6.74µm
_04615_,6.74µm
_04955_,6.74µm
_05610_,6.74µm
_00093_,6.72µm
_00651_,6.72µm
_00665_,6.72µm
_00961_,6.72µm
_01126_,6.72µm
_01551_,6.72µm
_02665_,6.72µm
_02761_,6.72µm
_02851_,6.72µm
_02985_,6.72µm
_03707_,6.72µm
_04030_,6.72µm
_05039_,6.72µm
_05341_,6.72µm
_05441_,6.72µm
_05527_,6.72µm
_06073_,6.72µm
_06490_,6.72µm
_06709_,6.72µm
_06971_,6.72µm
_07391_,6.72µm
_07558_,6.72µm
_08874_,6.72µm
_08931_,6.72µm
_09057_,6.72µm
_09142_,6.72µm
ciphertext_wire\[35\],6.72µm
ciphertext_wire\[46\],6.72µm
ciphertext_wire\[85\],6.72µm
u_aes128_baseline.u_aes_core.state_reg\[108\],6.72µm
_05931_,6.71µm
_00209_,6.7µm
_00278_,6.7µm
_00790_,6.7µm
_03763_,6.7µm
_05854_,6.7µm
_08203_,6.7µm
_00972_,6.66µm
_05754_,6.66µm
_07004_,6.66µm
_08151_,6.66µm
_08606_,6.66µm
net1123,6.66µm
_06091_,6.65µm
_02456_,6.645µm
_00086_,6.64µm
_00118_,6.64µm
_00766_,6.64µm
_00884_,6.64µm
_00963_,6.64µm
_01124_,6.64µm
_01526_,6.64µm
_01654_,6.64µm
_02146_,6.64µm
_02873_,6.64µm
_02946_,6.64µm
_03094_,6.64µm
_03413_,6.64µm
_03824_,6.64µm
_03975_,6.64µm
_04390_,6.64µm
_05115_,6.64µm
_07578_,6.64µm
_08664_,6.64µm
_09095_,6.64µm
net612,6.64µm
_03618_,6.63µm
_00014_,6.62µm
_00033_,6.62µm
_00813_,6.62µm
_02252_,6.62µm
_02442_,6.62µm
_03495_,6.62µm
_04479_,6.62µm
_04533_,6.62µm
_06430_,6.62µm
_07990_,6.62µm
_09228_,6.62µm
_00290_,6.605µm
_00689_,6.605µm
_00993_,6.6µm
_03550_,6.6µm
_04285_,6.6µm
_05798_,6.6µm
_06986_,6.6µm
_07125_,6.6µm
_07330_,6.6µm
_07760_,6.6µm
_08154_,6.6µm
_08312_,6.6µm
_08409_,6.6µm
_08452_,6.6µm
_08833_,6.6µm
_08846_,6.6µm
_09235_,6.6µm
ciphertext_wire\[41\],6.6µm
net104,6.6µm
uio_in[4],6.59µm
_01115_,6.58µm
_01136_,6.58µm
_03624_,6.58µm
_07216_,6.58µm
_08502_,6.58µm
_08768_,6.58µm
net570,6.58µm
_07966_,6.565µm
_01385_,6.54µm
_02876_,6.54µm
_03983_,6.54µm
_04322_,6.54µm
_04754_,6.54µm
_05905_,6.54µm
_07537_,6.54µm
_07579_,6.54µm
_08551_,6.54µm
_08920_,6.54µm
net2229,6.54µm
net2286,6.54µm
_02116_,6.53µm
_00523_,6.525µm
_00472_,6.52µm
_01118_,6.52µm
_02310_,6.52µm
_04084_,6.52µm
_04524_,6.52µm
_05468_,6.52µm
_07097_,6.52µm
_07887_,6.52µm
_08456_,6.52µm
_08559_,6.52µm
u_aes128_baseline.u_aes_core.round_key_reg\[100\],6.52µm
u_aes128_baseline.u_aes_core.round_key_reg\[81\],6.52µm
u_aes128_baseline.u_aes_core.round_key_reg\[94\],6.52µm
net2193,6.52µm
_01520_,6.5µm
_01583_,6.5µm
_02123_,6.5µm
_02136_,6.5µm
_02522_,6.5µm
_03472_,6.5µm
_06676_,6.5µm
_08981_,6.5µm
_00052_,6.48µm
_01129_,6.48µm
_01182_,6.48µm
_05609_,6.48µm
_07279_,6.48µm
_07504_,6.48µm
_08298_,6.48µm
_08457_,6.48µm
_08607_,6.48µm
_08614_,6.48µm
_09356_,6.48µm
_00661_,6.465µm
_07461_,6.45µm
_05954_,6.44µm
_06103_,6.44µm
_08213_,6.44µm
net2252,6.44µm
_00016_,6.42µm
_02491_,6.42µm
_03868_,6.42µm
_04192_,6.42µm
_05167_,6.42µm
_06222_,6.42µm
_09259_,6.42µm
_00006_,6.4µm
_00427_,6.4µm
_00549_,6.4µm
_00747_,6.4µm
_01391_,6.4µm
_01836_,6.4µm
_02162_,6.4µm
_02307_,6.4µm
_02858_,6.4µm
_04075_,6.4µm
_05814_,6.4µm
_06458_,6.4µm
_07181_,6.4µm
_07984_,6.4µm
_08010_,6.4µm
_08039_,6.4µm
_08524_,6.4µm
net200,6.4µm
_03383_,6.385µm
_00365_,6.38µm
_00550_,6.38µm
_00627_,6.38µm
_02605_,6.38µm
_08146_,6.38µm
_08462_,6.38µm
_00337_,6.36µm
_02685_,6.36µm
_03027_,6.36µm
_04202_,6.36µm
_04611_,6.36µm
_05335_,6.36µm
_05396_,6.36µm
_05473_,6.36µm
_06738_,6.36µm
_06841_,6.36µm
_06919_,6.36µm
_08813_,6.36µm
_03399_,6.35µm
_00560_,6.32µm
_00616_,6.32µm
_00630_,6.32µm
_02236_,6.32µm
_02711_,6.32µm
_03112_,6.32µm
_06755_,6.32µm
_08640_,6.32µm
_08862_,6.32µm
_08997_,6.32µm
_09008_,6.32µm
_03567_,6.315µm
_00097_,6.305µm
_00248_,6.3µm
_00306_,6.3µm
_00592_,6.3µm
_00696_,6.3µm
_02257_,6.3µm
_02672_,6.3µm
_04842_,6.3µm
_05069_,6.3µm
_05160_,6.3µm
_05171_,6.3µm
_05600_,6.3µm
_05706_,6.3µm
_05753_,6.3µm
_06640_,6.3µm
_06810_,6.3µm
_06982_,6.3µm
_06988_,6.3µm
_07024_,6.3µm
_07225_,6.3µm
_07713_,6.3µm
_08636_,6.3µm
_08753_,6.3µm
ui_in[2],6.3µm
ui_in[4],6.3µm
ui_in[7],6.3µm
_01887_,6.29µm
_08372_,6.29µm
_02767_,6.28µm
_04370_,6.28µm
_04400_,6.28µm
_07110_,6.28µm
_07363_,6.28µm
_08259_,6.28µm
_08261_,6.28µm
_08463_,6.28µm
_09042_,6.28µm
_09060_,6.28µm
_05143_,6.27µm
_00032_,6.26µm
_00195_,6.26µm
_01420_,6.26µm
_02454_,6.26µm
_02644_,6.26µm
_02716_,6.26µm
_02967_,6.26µm
_03328_,6.26µm
_03699_,6.26µm
_04144_,6.26µm
_05122_,6.26µm
_05325_,6.26µm
_05833_,6.26µm
_05847_,6.26µm
_05866_,6.26µm
_05943_,6.26µm
_05982_,6.26µm
_07375_,6.26µm
_08174_,6.26µm
_08883_,6.26µm
ciphertext_wire\[105\],6.26µm
ciphertext_wire\[52\],6.26µm
ciphertext_wire\[76\],6.26µm
u_aes128_baseline.u_aes_core.state_reg\[19\],6.26µm
_00404_,6.24µm
_00612_,6.24µm
_01524_,6.24µm
_02541_,6.24µm
_08772_,6.24µm
_06524_,6.2µm
_07764_,6.2µm
_05256_,6.19µm
_07115_,6.185µm
_01146_,6.18µm
_01163_,6.18µm
_01412_,6.18µm
_01422_,6.18µm
_01792_,6.18µm
_02075_,6.18µm
_02342_,6.18µm
_02540_,6.18µm
_02909_,6.18µm
_03142_,6.18µm
_03573_,6.18µm
_03923_,6.18µm
_05416_,6.18µm
_05511_,6.18µm
_05815_,6.18µm
_05884_,6.18µm
_06631_,6.18µm
_06906_,6.18µm
_07675_,6.18µm
_07983_,6.18µm
_08683_,6.18µm
_08952_,6.18µm
_08960_,6.18µm
_09166_,6.18µm
u_aes128_baseline.u_aes_core.round_key_reg\[105\],6.18µm
u_aes128_baseline.u_aes_core.state_reg\[115\],6.18µm
_05515_,6.17µm
_00319_,6.16µm
_01017_,6.16µm
_02364_,6.16µm
_05403_,6.16µm
_07266_,6.16µm
_08522_,6.16µm
_08626_,6.16µm
_08868_,6.16µm
_09233_,6.16µm
_05215_,6.145µm
_01702_,6.14µm
_02350_,6.14µm
_02585_,6.14µm
_02638_,6.14µm
_02688_,6.14µm
_03179_,6.14µm
_03466_,6.14µm
_04282_,6.14µm
_04407_,6.14µm
_06444_,6.14µm
_06978_,6.14µm
_06999_,6.14µm
_07228_,6.14µm
_07295_,6.14µm
_07306_,6.14µm
_07316_,6.14µm
_07616_,6.14µm
_08319_,6.14µm
_08326_,6.14µm
_08468_,6.14µm
_09090_,6.14µm
ciphertext_wire\[65\],6.14µm
net13,6.14µm
_00967_,6.12µm
_02427_,6.12µm
_02860_,6.12µm
_02915_,6.12µm
ciphertext_wire\[87\],6.12µm
_00477_,6.095µm
_02694_,6.08µm
_03493_,6.08µm
_05363_,6.08µm
_05917_,6.08µm
_07356_,6.08µm
_08286_,6.08µm
net2217,6.08µm
_08555_,6.07µm
_01607_,6.06µm
_02062_,6.06µm
_02142_,6.06µm
_02462_,6.06µm
_02505_,6.06µm
_02519_,6.06µm
_02637_,6.06µm
_02844_,6.06µm
_03015_,6.06µm
_03188_,6.06µm
_03718_,6.06µm
_03908_,6.06µm
_03941_,6.06µm
_04473_,6.06µm
_05131_,6.06µm
_07179_,6.06µm
_07702_,6.06µm
_07706_,6.06µm
_08832_,6.06µm
_09152_,6.06µm
u_aes128_baseline.u_aes_core.round_key_reg\[127\],6.06µm
net2333,6.06µm
_01635_,6.05µm
_01218_,6.04µm
_03888_,6.04µm
_06635_,6.04µm
_07248_,6.04µm
_07576_,6.04µm
net2265,6.03µm
_00095_,6.02µm
_01187_,6.02µm
_01689_,6.02µm
_02204_,6.02µm
_02591_,6.02µm
_03434_,6.02µm
_03443_,6.02µm
_03653_,6.02µm
_04458_,6.02µm
_06254_,6.02µm
_06391_,6.02µm
_07246_,6.02µm
_09239_,6.02µm
_00439_,6µm
_02111_,5.98µm
_03382_,5.98µm
_05401_,5.98µm
_05893_,5.98µm
_07249_,5.98µm
_08663_,5.98µm
_09343_,5.98µm
net2260,5.98µm
net2337,5.98µm
_07980_,5.97µm
_00035_,5.96µm
_00191_,5.96µm
_00292_,5.96µm
_01006_,5.96µm
_03216_,5.96µm
_03929_,5.96µm
_04149_,5.96µm
_05276_,5.96µm
net1648,5.96µm
net2175,5.96µm
net2308,5.96µm
_07215_,5.95µm
_00468_,5.94µm
_00584_,5.94µm
_00639_,5.94µm
_00671_,5.94µm
_02279_,5.94µm
_02511_,5.94µm
_03007_,5.94µm
_03659_,5.94µm
_04304_,5.94µm
_05201_,5.94µm
_06135_,5.94µm
_06156_,5.94µm
_06822_,5.94µm
_07177_,5.94µm
_07397_,5.94µm
_08425_,5.94µm
_08956_,5.94µm
_09216_,5.94µm
_09311_,5.94µm
u_aes128_baseline.u_aes_core.state_reg\[56\],5.94µm
_00078_,5.92µm
_00192_,5.92µm
_00241_,5.92µm
_00303_,5.92µm
_00318_,5.92µm
_00336_,5.92µm
_00376_,5.92µm
_03070_,5.92µm
_03156_,5.92µm
_03191_,5.92µm
_04471_,5.92µm
_04472_,5.92µm
_06149_,5.92µm
_06207_,5.92µm
_07278_,5.92µm
_07678_,5.92µm
net2332,5.92µm
_00335_,5.9µm
_02244_,5.9µm
_06643_,5.9µm
net1991,5.9µm
_01980_,5.87µm
_08263_,5.865µm
_01152_,5.86µm
_01425_,5.86µm
_02809_,5.86µm
_02920_,5.86µm
_03090_,5.86µm
_04658_,5.86µm
_05360_,5.86µm
_05796_,5.86µm
_06358_,5.86µm
_06604_,5.86µm
_07010_,5.86µm
_07154_,5.86µm
_08092_,5.86µm
_08447_,5.86µm
_08455_,5.86µm
_08751_,5.86µm
_08889_,5.86µm
_08896_,5.86µm
_02600_,5.85µm
_00274_,5.84µm
_00281_,5.84µm
_00316_,5.84µm
_00400_,5.84µm
_00556_,5.84µm
_00564_,5.84µm
_00572_,5.84µm
_00589_,5.84µm
_02939_,5.84µm
_03162_,5.84µm
_03394_,5.84µm
_03486_,5.84µm
_03606_,5.84µm
_04293_,5.84µm
_04332_,5.84µm
_04372_,5.84µm
_05665_,5.84µm
_07046_,5.84µm
_07281_,5.84µm
_07494_,5.84µm
_08443_,5.84µm
_08681_,5.84µm
ciphertext_wire\[64\],5.84µm
ciphertext_wire\[97\],5.84µm
_08655_,5.83µm
_02477_,5.82µm
_02783_,5.82µm
_03115_,5.82µm
_03343_,5.82µm
_05053_,5.82µm
_05182_,5.82µm
_07104_,5.82µm
ciphertext_wire\[36\],5.82µm
_08188_,5.815µm
_04594_,5.805µm
_00256_,5.8µm
_00401_,5.8µm
_00611_,5.8µm
_01743_,5.8µm
_01930_,5.8µm
_02723_,5.8µm
_03318_,5.8µm
_03433_,5.8µm
_03580_,5.8µm
_04247_,5.8µm
_06649_,5.8µm
_06651_,5.8µm
_06785_,5.8µm
_06870_,5.8µm
_07086_,5.8µm
_07786_,5.8µm
_08130_,5.8µm
_08538_,5.8µm
_08783_,5.8µm
_08969_,5.8µm
_09111_,5.8µm
ciphertext_wire\[39\],5.8µm
_07562_,5.78µm
_04578_,5.775µm
_02512_,5.765µm
_02705_,5.765µm
_00994_,5.755µm
_03023_,5.74µm
_03347_,5.74µm
_03431_,5.74µm
_03858_,5.74µm
_03977_,5.74µm
_04004_,5.74µm
_04015_,5.74µm
_07235_,5.74µm
_07836_,5.74µm
_00762_,5.72µm
_01838_,5.72µm
_01944_,5.72µm
_01965_,5.72µm
_02107_,5.72µm
_02587_,5.72µm
_02819_,5.72µm
_02826_,5.72µm
_03190_,5.72µm
_03937_,5.72µm
_04012_,5.72µm
_04274_,5.72µm
_04732_,5.72µm
_05097_,5.72µm
_06026_,5.72µm
_06559_,5.72µm
_06766_,5.72µm
_07143_,5.72µm
_07173_,5.72µm
_07315_,5.72µm
_07432_,5.72µm
_07450_,5.72µm
_07720_,5.72µm
_08185_,5.72µm
_08438_,5.72µm
_08528_,5.72µm
_08975_,5.72µm
_09038_,5.72µm
ciphertext_wire\[49\],5.72µm
net1139,5.72µm
net2320,5.72µm
_01148_,5.7µm
_01925_,5.7µm
_02655_,5.7µm
_02974_,5.7µm
_03000_,5.7µm
_00129_,5.685µm
_00181_,5.685µm
_00355_,5.685µm
_05733_,5.685µm
_00781_,5.68µm
_03798_,5.68µm
_03943_,5.68µm
_04287_,5.68µm
_04330_,5.68µm
_04853_,5.68µm
_05049_,5.68µm
_05464_,5.68µm
_05543_,5.68µm
_05657_,5.68µm
_06384_,5.68µm
_06671_,5.68µm
_06757_,5.68µm
_06861_,5.68µm
_06955_,5.68µm
_07056_,5.68µm
_07077_,5.68µm
_07080_,5.68µm
_07539_,5.68µm
_08802_,5.68µm
_08913_,5.68µm
_08973_,5.68µm
_09045_,5.68µm
_05949_,5.67µm
ui_in[1],5.67µm
ui_in[3],5.67µm
_00534_,5.645µm
_00333_,5.62µm
_01005_,5.62µm
_02965_,5.62µm
_03581_,5.62µm
_01019_,5.61µm
_00317_,5.6µm
_00524_,5.6µm
_00702_,5.6µm
_00759_,5.6µm
_02064_,5.6µm
_02333_,5.6µm
_02730_,5.6µm
_03377_,5.6µm
_04320_,5.6µm
_04849_,5.6µm
_05073_,5.6µm
_05223_,5.6µm
_05303_,5.6µm
_05869_,5.6µm
_06606_,5.6µm
_07129_,5.6µm
_07132_,5.6µm
_08602_,5.6µm
_08849_,5.6µm
_08861_,5.6µm
_08948_,5.6µm
_01075_,5.58µm
_01833_,5.58µm
_02871_,5.58µm
_04238_,5.58µm
_04515_,5.58µm
_08051_,5.58µm
_08459_,5.58µm
_03219_,5.575µm
_06152_,5.57µm
_00000_,5.56µm
_00040_,5.56µm
_00113_,5.56µm
_02510_,5.56µm
_02978_,5.56µm
_03116_,5.56µm
_04696_,5.56µm
_08350_,5.56µm
_08596_,5.56µm
_08611_,5.56µm
_09007_,5.56µm
_09073_,5.56µm
_03791_,5.52µm
_03965_,5.52µm
_05161_,5.52µm
_05616_,5.52µm
_05824_,5.52µm
_05829_,5.52µm
_06599_,5.52µm
_07029_,5.52µm
_07048_,5.52µm
_08785_,5.52µm
net2199,5.52µm
net2242,5.52µm
net2257,5.52µm
net2263,5.52µm
net2336,5.52µm
_08205_,5.51µm
_00083_,5.5µm
_00126_,5.5µm
_00165_,5.5µm
_00210_,5.5µm
_00331_,5.5µm
_00374_,5.5µm
_00385_,5.5µm
_02568_,5.5µm
_02601_,5.5µm
_03513_,5.5µm
_03951_,5.5µm
_04406_,5.5µm
_05418_,5.5µm
_09245_,5.5µm
_01684_,5.49µm
_00314_,5.48µm
_00632_,5.48µm
_02434_,5.48µm
_03970_,5.48µm
_04752_,5.48µm
_05715_,5.48µm
_08780_,5.48µm
_06972_,5.47µm
_00438_,5.46µm
_00551_,5.46µm
_00552_,5.46µm
_00687_,5.46µm
_00758_,5.46µm
_01398_,5.46µm
_04908_,5.46µm
_06251_,5.46µm
_06425_,5.46µm
_06725_,5.46µm
_06929_,5.46µm
_08782_,5.46µm
net2245,5.46µm
_04410_,5.45µm
_03438_,5.44µm
_05937_,5.44µm
_06928_,5.44µm
_09116_,5.44µm
net995,5.44µm
_07757_,5.43µm
_00489_,5.415µm
_07454_,5.41µm
_05119_,5.405µm
_00699_,5.4µm
_00885_,5.4µm
_01389_,5.4µm
_01573_,5.4µm
_02309_,5.4µm
_03087_,5.4µm
_05248_,5.4µm
_07528_,5.4µm
_07549_,5.4µm
_08288_,5.4µm
_08836_,5.4µm
ciphertext_wire\[23\],5.4µm
_06525_,5.385µm
_08828_,5.385µm
_00050_,5.38µm
_00198_,5.38µm
_00214_,5.38µm
_00296_,5.38µm
_00339_,5.38µm
_00414_,5.38µm
_00461_,5.38µm
_00672_,5.38µm
_00681_,5.38µm
_00685_,5.38µm
_00694_,5.38µm
_01811_,5.38µm
_02577_,5.38µm
_02706_,5.38µm
_02821_,5.38µm
_02866_,5.38µm
_02875_,5.38µm
_02883_,5.38µm
_02911_,5.38µm
_03462_,5.38µm
_03492_,5.38µm
_03620_,5.38µm
_04399_,5.38µm
_04828_,5.38µm
_05112_,5.38µm
_05140_,5.38µm
_05245_,5.38µm
_06679_,5.38µm
_07106_,5.38µm
_07350_,5.38µm
_07897_,5.38µm
_08226_,5.38µm
_08316_,5.38µm
_08604_,5.38µm
_08982_,5.38µm
ciphertext_wire\[73\],5.38µm
net2273,5.38µm
_07457_,5.37µm
_02012_,5.36µm
_06771_,5.36µm
_06818_,5.36µm
_07072_,5.36µm
_07446_,5.36µm
_09305_,5.36µm
_08620_,5.355µm
_03018_,5.345µm
_08651_,5.345µm
_00184_,5.34µm
_00647_,5.34µm
_00693_,5.34µm
_00704_,5.34µm
_00767_,5.34µm
_00793_,5.34µm
_00875_,5.34µm
_01151_,5.34µm
_01452_,5.34µm
_02112_,5.34µm
_02201_,5.34µm
_02574_,5.34µm
_02895_,5.34µm
_02928_,5.34µm
_03385_,5.34µm
_03432_,5.34µm
_04294_,5.34µm
_05088_,5.34µm
_05121_,5.34µm
_05296_,5.34µm
_05452_,5.34µm
_06199_,5.34µm
_06245_,5.34µm
_06690_,5.34µm
_06717_,5.34µm
_06837_,5.34µm
_06884_,5.34µm
_07555_,5.34µm
_07593_,5.34µm
_07605_,5.34µm
_07620_,5.34µm
_08799_,5.34µm
_08917_,5.34µm
_08940_,5.34µm
_09160_,5.34µm
ciphertext_wire\[93\],5.34µm
u_aes128_baseline.u_aes_core.round_key_reg\[53\],5.34µm
_05272_,5.33µm
_01934_,5.32µm
_00275_,5.28µm
_00981_,5.28µm
_00986_,5.28µm
_02069_,5.28µm
_02695_,5.28µm
_03089_,5.28µm
_03557_,5.28µm
_05629_,5.28µm
_09001_,5.28µm
_09215_,5.28µm
_00019_,5.26µm
_00765_,5.26µm
_01165_,5.26µm
_01525_,5.26µm
_02533_,5.26µm
_03178_,5.26µm
_03311_,5.26µm
_04317_,5.26µm
_04362_,5.26µm
_05218_,5.26µm
_05275_,5.26µm
_05581_,5.26µm
_05599_,5.26µm
_05755_,5.26µm
_05827_,5.26µm
_06255_,5.26µm
_06580_,5.26µm
_07265_,5.26µm
_08241_,5.26µm
_08339_,5.26µm
_08367_,5.26µm
_08526_,5.26µm
_08637_,5.26µm
net64,5.26µm
net2259,5.26µm
net2271,5.26µm
_04631_,5.24µm
_05440_,5.24µm
_06526_,5.24µm
_08844_,5.24µm
_05554_,5.235µm
_00498_,5.225µm
_00779_,5.225µm
_01855_,5.225µm
_07237_,5.225µm
_00397_,5.22µm
_00907_,5.22µm
_00933_,5.22µm
_00939_,5.22µm
_02742_,5.22µm
_02791_,5.22µm
_02970_,5.22µm
_03047_,5.22µm
_04083_,5.22µm
_04412_,5.22µm
_05038_,5.22µm
_05202_,5.22µm
_05324_,5.22µm
_05455_,5.22µm
_05974_,5.22µm
_07514_,5.22µm
_08181_,5.22µm
_08242_,5.22µm
_08318_,5.22µm
_08461_,5.22µm
_08693_,5.22µm
_08964_,5.22µm
_09213_,5.22µm
_09295_,5.22µm
_09323_,5.22µm
net2282,5.22µm
_02913_,5.19µm
_00992_,5.185µm
_06657_,5.165µm
_01113_,5.16µm
_05158_,5.16µm
_05655_,5.16µm
_08343_,5.16µm
_00470_,5.14µm
_01695_,5.14µm
_02443_,5.14µm
_02643_,5.14µm
_02722_,5.14µm
_03006_,5.14µm
_03539_,5.14µm
_04480_,5.14µm
_05150_,5.14µm
_05398_,5.14µm
_05839_,5.14µm
_05870_,5.14µm
_06627_,5.14µm
_06911_,5.14µm
_07877_,5.14µm
_07909_,5.14µm
_08673_,5.14µm
_08714_,5.14µm
_09357_,5.14µm
_05409_,5.135µm
_03338_,5.12µm
_03942_,5.12µm
_05486_,5.12µm
_04271_,5.115µm
_01028_,5.1µm
_01083_,5.1µm
_01088_,5.1µm
_01092_,5.1µm
_01128_,5.1µm
_02961_,5.1µm
_03275_,5.1µm
_03599_,5.1µm
_05157_,5.1µm
_05431_,5.1µm
_05467_,5.1µm
_05483_,5.1µm
_05566_,5.1µm
_05927_,5.1µm
_06010_,5.1µm
_06753_,5.1µm
_06908_,5.1µm
_07139_,5.1µm
_07459_,5.1µm
_07613_,5.1µm
_08349_,5.1µm
_08691_,5.1µm
_00144_,5.085µm
_04223_,5.06µm
_06334_,5.06µm
_06558_,5.06µm
_06981_,5.06µm
_07383_,5.06µm
_07553_,5.06µm
_08819_,5.06µm
_09345_,5.06µm
_00025_,5.04µm
_00123_,5.04µm
_00345_,5.04µm
_00673_,5.04µm
_00679_,5.04µm
_00777_,5.04µm
_02073_,5.04µm
_02203_,5.04µm
_02703_,5.04µm
_03042_,5.04µm
_07003_,5.04µm
_07311_,5.04µm
_08769_,5.04µm
_08863_,5.04µm
_05614_,5.025µm
_00107_,5.02µm
_00349_,5.02µm
_00410_,5.02µm
_00460_,5.02µm
_01026_,5.02µm
_01521_,5.02µm
_02977_,5.02µm
_04833_,5.02µm
_04997_,5.02µm
_07012_,5.02µm
_07152_,5.02µm
_08338_,5.02µm
_08909_,5.02µm
_09089_,5.02µm
_09289_,5.02µm
_00280_,5µm
_00311_,5µm
_00490_,5µm
_04129_,5µm
_05228_,5µm
_05761_,5µm
_06864_,5µm
_08530_,5µm
_02110_,4.975µm
net2024,4.97µm
_00718_,4.965µm
_05735_,4.965µm
_08879_,4.95µm
_00520_,4.94µm
_01117_,4.94µm
_02944_,4.94µm
_03176_,4.94µm
_03442_,4.94µm
_03521_,4.94µm
_04348_,4.94µm
_05285_,4.94µm
_05604_,4.94µm
_06586_,4.94µm
_06698_,4.94µm
_06900_,4.94µm
_06914_,4.94µm
_07127_,4.94µm
_07184_,4.94µm
_07233_,4.94µm
_08271_,4.94µm
_08501_,4.94µm
_08906_,4.94µm
_09161_,4.94µm
_08959_,4.925µm
_00053_,4.92µm
_00116_,4.92µm
_00180_,4.92µm
_00261_,4.92µm
_00286_,4.92µm
_00288_,4.92µm
_00347_,4.92µm
_00364_,4.92µm
_00445_,4.92µm
_00493_,4.92µm
_00497_,4.92µm
_00504_,4.92µm
_00559_,4.92µm
_00660_,4.92µm
_00745_,4.92µm
_01570_,4.92µm
_02172_,4.92µm
_02322_,4.92µm
_02582_,4.92µm
_02704_,4.92µm
_02808_,4.92µm
_02827_,4.92µm
_03043_,4.92µm
_04071_,4.92µm
_04150_,4.92µm
_04958_,4.92µm
_05004_,4.92µm
_05384_,4.92µm
_05425_,4.92µm
_05579_,4.92µm
_05694_,4.92µm
_05712_,4.92µm
_05877_,4.92µm
_06658_,4.92µm
_06854_,4.92µm
_06873_,4.92µm
_06898_,4.92µm
_07130_,4.92µm
_08160_,4.92µm
_08428_,4.92µm
_08590_,4.92µm
_08642_,4.92µm
ciphertext_wire\[100\],4.92µm
ciphertext_wire\[12\],4.92µm
u_aes128_baseline.u_aes_core.state_reg\[119\],4.92µm
net2192,4.92µm
net2291,4.92µm
net2328,4.92µm
_00956_,4.9µm
_00970_,4.9µm
_01405_,4.9µm
_01835_,4.9µm
_02815_,4.9µm
_04627_,4.9µm
_05212_,4.9µm
_05695_,4.9µm
_06171_,4.9µm
_06620_,4.9µm
_07409_,4.9µm
_07452_,4.9µm
ciphertext_reg\[40\],4.9µm
_00399_,4.885µm
_00741_,4.88µm
_01091_,4.88µm
_01190_,4.88µm
_02200_,4.88µm
_02450_,4.88µm
_02724_,4.88µm
_02757_,4.88µm
_02841_,4.88µm
_02907_,4.88µm
_03064_,4.88µm
_03101_,4.88µm
_03441_,4.88µm
_03762_,4.88µm
_04053_,4.88µm
_04318_,4.88µm
_05107_,4.88µm
_05462_,4.88µm
_05510_,4.88µm
_05729_,4.88µm
_07218_,4.88µm
_08536_,4.88µm
_09309_,4.88µm
ciphertext_reg\[32\],4.88µm
ciphertext_wire\[50\],4.88µm
net2321,4.88µm
_04314_,4.85µm
ui_in[0],4.84µm
_07285_,4.83µm
_00260_,4.82µm
_00346_,4.82µm
_01110_,4.82µm
_01433_,4.82µm
_02017_,4.82µm
_02581_,4.82µm
_03048_,4.82µm
_05231_,4.82µm
_05321_,4.82µm
_06613_,4.82µm
_08476_,4.82µm
_05116_,4.805µm
_00037_,4.8µm
_00143_,4.8µm
_00158_,4.8µm
_00213_,4.8µm
_00659_,4.8µm
_00927_,4.8µm
_01377_,4.8µm
_01429_,4.8µm
_01436_,4.8µm
_01537_,4.8µm
_01581_,4.8µm
_01972_,4.8µm
_02615_,4.8µm
_02620_,4.8µm
_02878_,4.8µm
_02904_,4.8µm
_02916_,4.8µm
_02926_,4.8µm
_03113_,4.8µm
_03579_,4.8µm
_03865_,4.8µm
_04233_,4.8µm
_04263_,4.8µm
_04292_,4.8µm
_04636_,4.8µm
_05113_,4.8µm
_05362_,4.8µm
_05552_,4.8µm
_05967_,4.8µm
_05975_,4.8µm
_06445_,4.8µm
_06522_,4.8µm
_06696_,4.8µm
_07013_,4.8µm
_07066_,4.8µm
_07083_,4.8µm
_07090_,4.8µm
_07256_,4.8µm
_07270_,4.8µm
_07274_,4.8µm
_08598_,4.8µm
_08708_,4.8µm
_08854_,4.8µm
_08885_,4.8µm
_08891_,4.8µm
_09231_,4.8µm
ciphertext_wire\[81\],4.8µm
ciphertext_wire\[91\],4.8µm
u_aes128_baseline.u_aes_core.state_reg\[88\],4.8µm
net2101,4.8µm
_07838_,4.79µm
_01188_,4.78µm
_08293_,4.78µm
u_aes128_baseline.u_aes_core.round_key_reg\[47\],4.78µm
_07829_,4.775µm
_00268_,4.76µm
_01027_,4.76µm
_01561_,4.76µm
_01968_,4.76µm
_03916_,4.76µm
_04073_,4.76µm
_04358_,4.76µm
_04426_,4.76µm
_04481_,4.76µm
_05028_,4.76µm
_05078_,4.76µm
_05283_,4.76µm
_05318_,4.76µm
_05519_,4.76µm
_05622_,4.76µm
_07277_,4.76µm
_07291_,4.76µm
_07550_,4.76µm
_07954_,4.76µm
_08302_,4.76µm
_08480_,4.76µm
_08908_,4.76µm
_00683_,4.755µm
ui_in[6],4.75µm
uio_in[1],4.75µm
_08487_,4.71µm
_05659_,4.7µm
_05964_,4.7µm
_01932_,4.685µm
_05251_,4.685µm
_05738_,4.685µm
ciphertext_reg\[28\],4.685µm
